Pos,ID,Name,BV,SV,Team,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,473,Bertrand,4.6,4.6,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,474,Ward,4.5,4.5,Crystal Palace,11,0.37,22,0.81,25,1.57,26,1.21,27,0.95,29,0.92
G,475,Sá,5.3,5.3,Wolves,0,0.00,89,3.88,87,3.95,89,3.24,87,7.37,88,3.15
G,476,Scherpen,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,477,Guéhi,4.5,4.5,Crystal Palace,89,2.94,85,3.11,85,5.02,82,3.76,82,2.74,80,2.40
M,478,Sambi Lokonga,4.8,4.8,Arsenal,71,4.30,59,1.89,50,1.64,45,3.09,46,1.58,40,1.48
M,479,Onyeka,4.9,4.9,Brentford,0,0.01,4,0.21,10,0.43,16,0.76,14,0.64,16,0.77
G,480,Hennessey,4.5,4.5,Burnley,0,0.00,0,0.02,1,0.04,0,0.02,1,0.06,1,0.03
G,481,Begović,4.0,4.0,Everton,0,0.00,0,0.01,0,0.01,2,0.13,2,0.19,3,0.09
M,482,Townsend,5.2,5.2,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,483,Ajer,4.4,4.4,Brentford,80,3.03,73,2.15,76,1.71,70,2.62,73,2.45,69,2.61
M,484,Gray,5.5,5.5,Everton,65,3.26,61,2.21,56,2.41,57,5.44,59,5.89,59,2.32
M,485,Sancho,8.9,8.9,Man Utd,72,8.07,69,3.26,70,4.42,65,3.45,66,3.42,63,3.39
G,486,Gollini,4.2,4.2,Spurs,0,0.00,0,0.02,0,0.00,0,0.03,2,0.07,1,0.05
M,487,Bryan,5.7,5.7,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,488,Andersen,4.6,4.6,Crystal Palace,89,2.97,84,3.14,84,4.97,83,3.91,80,2.71,80,2.42
G,489,Areola,4.7,4.7,West Ham,0,0.00,0,0.00,1,0.04,1,0.02,0,0.00,1,0.04
G,490,Klaesson,4.3,4.3,Leeds,0,0.00,1,0.05,2,0.06,2,0.15,2,0.07,4,0.17
D,491,Livramento,4.3,4.3,Southampton,64,4.54,66,2.27,62,2.61,63,2.16,56,1.28,59,1.85
M,492,Bailey,6.3,6.3,Aston Villa,0,0.00,22,1.29,26,3.57,27,2.93,24,1.64,31,1.30
D,493,Clyne,4.3,4.3,Crystal Palace,83,2.81,70,2.68,69,4.27,70,3.31,64,2.21,63,1.95
D,494,Romero,4.8,4.8,Spurs,87,3.87,86,3.18,83,3.50,82,4.51,82,4.03,80,3.72
M,495,Kucka,5.5,5.5,Watford,74,2.57,70,1.82,70,2.56,65,4.43,65,2.31,63,1.82
M,496,Ramsey,4.4,4.4,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,497,Philogene-Bidace,5.0,5.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,498,Thompson,4.4,4.4,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,499,Baptiste,4.9,4.9,Brentford,4,0.27,6,0.37,6,0.34,8,0.46,8,0.42,9,0.46
F,500,Andone,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,501,Sarr,4.9,4.9,Chelsea,13,0.53,17,0.76,22,0.97,19,1.84,21,1.76,19,1.00
D,502,Kenny,4.4,4.4,Everton,18,0.66,22,0.43,27,0.84,27,1.91,27,2.21,33,0.82
M,503,Gordon,4.6,4.6,Everton,58,2.85,54,1.92,55,2.27,53,4.84,53,5.16,53,2.05
M,504,Gbamin,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,505,Dewsbury-Hall,4.4,4.4,Leicester,76,5.42,71,2.70,71,2.22,71,6.09,71,4.89,70,2.74
M,506,Elliott,5.3,5.3,Liverpool,0,0.04,1,0.14,2,0.14,2,0.32,2,0.14,3,0.23
M,507,Palmer,4.5,4.5,Man City,0,0.05,0,0.04,3,0.24,2,0.40,3,0.26,3,0.24
M,508,Edozie,4.7,4.7,Man City,0,0.00,0,0.02,1,0.08,1,0.03,2,0.07,1,0.07
G,509,Heaton,3.9,3.9,Man Utd,0,0.00,0,0.00,0,0.02,1,0.03,0,0.00,1,0.03
D,510,Dalot,4.2,4.2,Man Utd,36,2.83,35,1.14,37,1.81,38,1.57,38,1.42,36,1.48
M,511,Pereira,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,512,Elanga,4.8,4.8,Man Utd,53,5.33,53,2.33,49,2.78,46,2.26,48,2.27,52,2.51
G,513,Woodman,4.3,4.3,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,514,Gillespie,3.9,3.9,Newcastle,0,0.00,0,0.02,0,0.01,0,0.00,0,0.00,0,0.00
D,515,Mumba,3.9,3.9,Norwich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,516,Sargent,5.4,5.4,Norwich,4,0.25,30,1.36,55,2.03,56,4.36,58,2.12,54,2.01
M,517,Elyounoussi,5.4,5.4,Southampton,64,5.82,62,2.73,62,3.08,60,2.72,55,2.20,60,2.76
F,518,Broja,5.5,5.5,Southampton,37,3.84,43,2.11,42,2.30,39,1.98,39,1.75,42,2.16
F,519,Long,5.4,5.4,Southampton,4,0.60,4,0.30,6,0.45,5,0.37,8,0.46,8,0.51
F,520,Scarlett,4.5,4.5,Spurs,0,0.03,1,0.08,1,0.07,1,0.14,2,0.19,2,0.20
D,521,Alves,4.0,4.0,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,522,Coventry,4.5,4.5,West Ham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,523,Cutrone,5.0,5.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,524,Wissa,5.7,5.7,Brentford,29,1.70,29,1.54,31,1.49,35,2.06,37,1.95,41,2.45
F,525,A.Armstrong,5.7,5.7,Southampton,47,4.94,44,2.25,45,2.58,48,2.56,47,2.16,39,2.14
M,526,Chukwuemeka,4.5,4.5,Aston Villa,0,0.00,1,0.06,1,0.06,1,0.20,1,0.04,1,0.10
D,527,Chalobah,4.7,4.7,Chelsea,38,1.66,41,2.01,39,1.86,43,4.22,40,3.48,40,2.28
M,528,Tzolis,4.8,4.8,Norwich,23,1.01,22,1.08,21,0.99,19,1.83,20,0.94,22,1.00
F,529,Lukaku,11.4,11.4,Chelsea,29,1.88,33,2.33,29,1.97,31,4.30,32,4.31,32,2.52
F,530,Balogun,4.7,4.7,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,531,Nelson,5.0,5.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,532,Hein,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,533,Richardson,4.5,4.5,Burnley,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,534,Thomas,3.9,3.9,Burnley,0,0.01,0,0.01,0,0.01,0,0.01,0,0.02,1,0.02
F,535,Zeqiri,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,536,Karbownik,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,537,Richards,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,538,Caicedo,4.5,4.5,Brighton,1,0.04,1,0.04,1,0.03,1,0.05,3,0.13,2,0.10
D,539,Emerson,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,540,Hannam,3.9,3.9,Crystal Palace,0,0.00,1,0.04,2,0.09,2,0.08,3,0.07,3,0.08
M,541,Rak-Sakyi,4.4,4.4,Crystal Palace,0,0.00,0,0.01,0,0.01,0,0.01,1,0.05,1,0.04
F,542,Street,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,543,Banks,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.03,1,0.04,0,0.01,0,0.01
D,544,Branthwaite,4.0,4.0,Everton,4,0.16,5,0.12,4,0.14,3,0.26,6,0.47,7,0.18
F,545,Broadhead,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,546,Valery,3.9,3.9,Southampton,1,0.07,2,0.06,3,0.12,4,0.13,6,0.16,5,0.17
M,547,Cundle,4.4,4.4,Wolves,0,0.00,35,1.37,39,1.51,38,1.29,28,2.27,20,0.74
M,548,Campbell,4.4,4.4,Wolves,0,0.00,1,0.04,0,0.01,0,0.02,0,0.03,0,0.01
D,549,Marques,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,550,Greenwood,4.6,4.6,Leeds,0,0.00,9,0.51,7,0.41,11,1.12,8,0.52,9,0.53
M,551,Summerville,4.5,4.5,Leeds,0,0.00,6,0.37,6,0.35,6,0.69,7,0.41,5,0.31
M,552,Forshaw,4.5,4.5,Leeds,0,0.00,27,0.95,24,0.79,32,2.10,27,0.99,27,0.92
M,553,Woodburn,4.5,4.5,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,554,Baptiste,3.9,3.9,West Ham,0,0.01,2,0.04,1,0.02,1,0.04,0,0.00,3,0.08
D,555,Varane,5.5,5.5,Man Utd,40,2.78,57,1.69,78,3.59,74,2.90,75,2.65,72,2.82
G,556,Fernández,4.5,4.5,Brentford,0,0.00,0,0.01,1,0.04,0,0.01,2,0.07,1,0.04
M,557,Tufan,5.0,5.0,Watford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,558,Ødegaard,5.5,5.5,Arsenal,75,6.66,73,3.50,68,3.22,69,6.78,68,3.33,66,3.66
G,559,Ramsdale,5.1,5.1,Arsenal,90,7.34,89,3.69,89,3.73,88,7.31,87,3.77,90,4.24
D,560,Roberts,3.9,3.9,Brighton,1,0.05,1,0.03,1,0.03,1,0.06,1,0.06,2,0.07
G,561,Matthews,3.9,3.9,Crystal Palace,0,0.00,0,0.01,0,0.01,0,0.01,1,0.04,0,0.01
D,562,Drameh,3.9,3.9,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,563,Cresswell,4.0,4.0,Leeds,0,0.00,1,0.02,1,0.01,1,0.04,1,0.03,1,0.04
F,564,Kean,6.0,6.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,565,Dodgson,3.9,3.9,Burnley,0,0.01,0,0.01,0,0.00,0,0.00,0,0.01,1,0.04
M,566,Doyle,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,567,Lyanco,4.4,4.4,Southampton,15,0.96,17,0.52,17,0.63,20,0.64,21,0.46,24,0.68
F,568,Archer,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,569,Stevens,3.9,3.9,Brentford,1,0.04,1,0.02,0,0.01,0,0.01,1,0.03,1,0.04
D,570,Nkounkou,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,571,Lonergan,3.9,3.9,Everton,0,0.00,0,0.00,0,0.00,0,0.02,0,0.03,0,0.01
G,572,Okonkwo,3.9,3.9,Arsenal,0,0.00,0,0.00,0,0.01,0,0.04,0,0.02,0,0.00
G,573,Jakupovic,3.9,3.9,Leicester,0,0.00,1,0.03,0,0.01,2,0.14,2,0.17,1,0.05
G,574,Elliot,4.0,4.0,Watford,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00
M,575,Lennon,4.8,4.8,Burnley,76,5.05,70,2.56,70,2.44,73,2.50,66,4.18,62,2.29
M,576,McCarron,4.4,4.4,Leeds,0,0.00,1,0.03,1,0.03,1,0.06,1,0.06,2,0.07
F,577,Gelhardt,4.6,4.6,Leeds,0,0.00,23,1.11,21,0.98,24,2.20,18,1.03,14,0.74
M,578,Cornet,5.9,5.9,Burnley,64,5.70,60,2.86,61,2.77,58,2.70,58,4.56,61,2.91
F,579,Ronaldo,12.2,12.2,Man Utd,75,9.81,73,4.08,65,4.94,62,3.85,51,3.13,47,3.03
D,580,Kabak,4.3,4.3,Norwich,0,0.00,0,0.00,0,0.00,0,0.00,2,0.06,17,0.38
M,581,Normann,4.5,4.5,Norwich,66,1.82,62,1.98,61,1.77,58,3.55,61,1.83,60,1.73
M,582,Vlasic,5.6,5.6,West Ham,7,0.52,12,0.58,12,0.65,10,1.24,0,0.00,16,0.87
F,583,Hwang,5.4,5.4,Wolves,0,0.00,52,2.23,52,2.27,58,2.06,54,4.73,55,1.91
D,584,Cucurella,4.9,4.9,Brighton,80,3.37,77,3.27,78,3.29,76,2.60,72,2.46,78,3.26
D,585,Roberts,4.4,4.4,Burnley,78,5.20,71,3.20,66,2.48,67,2.47,68,3.42,62,2.51
F,586,Edouard,6.1,6.1,Crystal Palace,25,1.41,27,1.74,31,3.30,33,2.10,30,1.67,32,1.75
M,587,Lookman,5.9,5.9,Leicester,48,4.62,50,2.64,46,1.94,49,5.89,48,4.40,48,2.63
D,588,Emerson Royal,4.5,4.5,Spurs,76,4.20,72,3.42,74,3.97,70,5.09,72,4.37,69,4.03
M,589,Kral,4.4,4.4,West Ham,0,0.00,1,0.03,1,0.06,2,0.16,0,0.00,5,0.19
D,590,Tomiyasu,4.5,4.5,Arsenal,15,1.06,41,1.51,68,2.53,75,5.71,75,3.10,76,3.73
F,591,Rondón,6.0,6.0,Everton,10,0.63,10,0.52,13,0.69,12,1.33,11,1.31,17,0.83
M,592,Saúl,4.9,4.9,Chelsea,16,0.77,16,0.86,19,0.96,19,1.94,15,1.53,15,0.87
G,593,Carson,3.9,3.9,Man City,0,0.00,0,0.00,0,0.00,0,0.03,0,0.00,1,0.04
D,594,Zanka,4.5,4.5,Brentford,20,0.76,16,0.48,14,0.34,18,0.66,16,0.53,18,0.69
F,595,Locadia,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,596,Sinisalo,4.0,4.0,Aston Villa,0,0.00,0,0.00,1,0.05,1,0.09,1,0.05,1,0.05
M,597,Markanday,4.5,4.5,Spurs,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,598,Omole,3.9,3.9,Spurs,0,0.01,0,0.01,1,0.04,2,0.13,3,0.11,4,0.14
M,599,White,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,600,Kenneh,4.4,4.4,Leeds,0,0.00,1,0.05,2,0.10,1,0.15,2,0.10,2,0.11
M,601,McKinstry,4.3,4.3,Leeds,0,0.00,1,0.07,1,0.06,1,0.16,1,0.07,1,0.08
F,602,Simms,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,603,Mbete,3.9,3.9,Man City,0,0.01,0,0.00,1,0.02,0,0.01,1,0.04,1,0.04
D,604,Wilson-Esbrand,3.9,3.9,Man City,0,0.02,1,0.03,0,0.01,1,0.04,1,0.00,1,0.03
M,605,Lavia,4.4,4.4,Man City,0,0.01,1,0.04,1,0.05,1,0.04,1,0.07,1,0.10
G,606,Bettinelli,4.0,4.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,607,Dobbin,4.5,4.5,Everton,0,0.00,0,0.01,0,0.01,0,0.01,0,0.00,0,0.01
D,608,Hjelde,4.0,4.0,Leeds,0,0.00,1,0.02,1,0.02,1,0.07,1,0.04,3,0.07
M,609,Anderson,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,610,Bogarde,4.0,4.0,Aston Villa,0,0.00,0,0.01,0,0.01,1,0.03,0,0.01,1,0.02
G,611,Moulden,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,612,Sarmiento,4.5,4.5,Brighton,0,0.01,0,0.02,1,0.06,1,0.05,1,0.08,2,0.13
M,613,Whitaker,4.5,4.5,Everton,0,0.00,0,0.01,0,0.00,0,0.00,0,0.00,0,0.01
M,614,Maghoma,4.5,4.5,Brentford,0,0.01,0,0.01,0,0.02,0,0.01,0,0.01,0,0.03
G,615,Slicker,4.0,4.0,Man City,0,0.00,0,0.01,0,0.02,0,0.02,1,0.05,1,0.04
G,616,Tyrer,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.01,0,0.03,0,0.00
D,617,Ashby,4.0,4.0,West Ham,1,0.03,0,0.01,1,0.03,2,0.10,0,0.00,2,0.06
D,618,Nkoulou,4.4,4.4,Watford,3,0.08,6,0.07,4,0.13,9,0.55,9,0.28,9,0.18
G,619,Cox,4.0,4.0,Brentford,0,0.00,1,0.03,0,0.01,1,0.03,1,0.03,0,0.01
M,620,Morton,4.5,4.5,Liverpool,0,0.00,0,0.01,0,0.02,0,0.02,0,0.02,0,0.02
G,621,Storer,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.01,0,0.02,0,0.00
F,622,Tosun,5.0,5.0,Everton,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.01
D,623,Welch,4.0,4.0,Everton,0,0.00,0,0.01,0,0.01,1,0.04,1,0.09,1,0.02
M,624,Bate,4.5,4.5,Leeds,0,0.00,1,0.07,1,0.05,1,0.14,1,0.08,1,0.05
M,625,Gordon,4.5,4.5,Liverpool,0,0.01,0,0.01,0,0.00,0,0.03,1,0.04,0,0.03
D,626,Bradley,4.0,4.0,Liverpool,0,0.00,0,0.00,1,0.04,1,0.07,1,0.02,1,0.03
D,627,Beck,4.0,4.0,Liverpool,0,0.00,0,0.01,0,0.00,1,0.08,1,0.03,2,0.07
M,628,Haygarth,4.5,4.5,Brentford,0,0.00,0,0.01,0,0.00,0,0.00,1,0.04,0,0.01
M,629,McAtee,4.4,4.4,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.03
M,630,Onyango,4.5,4.5,Everton,0,0.00,0,0.00,0,0.01,0,0.01,0,0.02,0,0.01
M,631,Jenkins,4.5,4.5,Leeds,0,0.00,1,0.06,2,0.12,1,0.13,1,0.07,1,0.07
D,632,Jones,4.5,4.5,Man Utd,1,0.08,2,0.06,1,0.03,1,0.03,1,0.04,2,0.08
D,633,Morris,4.0,4.0,Watford,1,0.02,1,0.01,2,0.05,2,0.08,2,0.06,3,0.06
M,634,Perkins,4.5,4.5,West Ham,0,0.02,1,0.03,1,0.08,2,0.17,0,0.00,2,0.11
D,635,Bueno,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0,0.00
M,636,Diallo,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,637,Lewis,3.9,3.9,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,638,Iroegbunam,4.5,4.5,Aston Villa,0,0.00,0,0.03,0,0.01,0,0.04,0,0.02,0,0.02
D,639,Daley-Campbell,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,640,Young-Coombes,4.5,4.5,Brentford,0,0.00,0,0.01,0,0.01,0,0.01,0,0.03,0,0.03
G,641,Caballero,4.2,4.2,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01
G,642,Angelini,4.0,4.0,Watford,0,0.00,0,0.01,0,0.02,0,0.01,0,0.01,0,0.01
D,643,Tomkinson,4.0,4.0,Norwich,1,0.01,1,0.03,0,0.01,1,0.04,2,0.04,2,0.04
D,644,Alese,4.0,4.0,West Ham,0,0.01,0,0.01,1,0.03,1,0.02,0,0.00,2,0.05
D,645,Nelson,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.01,0,0.01,1,0.03,0,0.01
M,646,Brunt,4.5,4.5,Leicester,1,0.07,0,0.02,1,0.05,1,0.08,2,0.19,1,0.08
M,647,McAteer,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,648,Rowe,4.4,4.4,Norwich,18,0.82,10,0.55,8,0.45,8,0.91,8,0.42,8,0.43
F,649,Dickson-Peters,4.5,4.5,Norwich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,650,Marschall,4.0,4.0,Aston Villa,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,651,Egan-Riley,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,652,Oko-Flex,4.4,4.4,West Ham,1,0.06,1,0.06,1,0.03,1,0.11,0,0.00,1,0.08
D,653,Turns,4.0,4.0,Brighton,0,0.01,1,0.03,1,0.03,2,0.05,3,0.07,2,0.05
M,654,Leonard,4.5,4.5,Brighton,0,0.04,0,0.00,1,0.04,1,0.04,1,0.04,2,0.11
F,655,Ferguson,4.5,4.5,Brighton,0,0.01,0,0.00,1,0.05,0,0.02,0,0.01,0,0.02
G,656,Pitaluga,4.0,4.0,Liverpool,0,0.00,1,0.04,1,0.03,0,0.02,0,0.02,1,0.04
D,657,Moore,4.0,4.0,Leeds,0,0.00,1,0.02,0,0.01,0,0.02,1,0.02,0,0.00
M,658,Gray,4.5,4.5,Leeds,0,0.00,1,0.04,1,0.08,1,0.09,1,0.07,1,0.06
G,659,Austin,4.0,4.0,Spurs,0,0.00,0,0.02,1,0.05,1,0.04,2,0.09,2,0.10
D,660,Quansah,4.0,4.0,Liverpool,0,0.00,0,0.02,1,0.03,1,0.05,2,0.06,1,0.03
M,661,Jordão,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,662,Peart-Harris,4.5,4.5,Brentford,0,0.03,0,0.00,0,0.01,0,0.01,0,0.01,0,0.00
F,663,Kayky,5.0,5.0,Man City,0,0.00,0,0.00,0,0.06,0,0.06,1,0.00,1,0.08
M,664,Patino,4.5,4.5,Arsenal,1,0.09,1,0.07,1,0.08,1,0.12,1,0.07,2,0.12
D,665,Simeu,4.0,4.0,Southampton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,666,McCracken,4.0,4.0,Norwich,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,667,Small,4.0,4.0,Southampton,0,0.02,1,0.02,1,0.03,1,0.04,2,0.04,2,0.05
M,668,White,4.4,4.4,Spurs,1,0.04,1,0.08,1,0.06,1,0.13,1,0.07,1,0.08
M,669,Conteh,4.5,4.5,Watford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,670,Feeney,4.0,4.0,Aston Villa,0,0.00,1,0.03,0,0.01,0,0.02,1,0.03,1,0.02
M,671,Hall,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,672,Vale,4.5,4.5,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,673,Lössl,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,1,0.06,2,0.07,1,0.03
D,674,Patterson,4.2,4.2,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,675,Mykolenko,4.9,4.9,Everton,69,2.59,67,1.06,63,1.87,55,3.77,53,4.39,54,1.31
D,676,Kamara,4.5,4.5,Watford,86,3.13,83,0.73,81,3.49,79,5.33,79,2.74,79,1.46
D,677,Samir,4.5,4.5,Watford,87,2.80,84,0.60,83,3.12,81,4.78,78,2.37,78,1.27
D,678,Trippier,4.9,4.9,Newcastle,0,0.00,2,0.11,32,0.75,54,0.76,73,2.31,70,2.71
M,679,Kayembe,4.6,4.6,Watford,8,0.34,12,0.45,13,0.60,14,1.17,15,0.66,18,0.69
M,680,Chauke,4.5,4.5,Southampton,1,0.07,2,0.09,1,0.08,2,0.11,1,0.07,2,0.12
M,681,Coutinho,7.2,7.2,Aston Villa,0,0.00,74,3.65,73,8.78,72,6.69,71,4.20,67,2.40
D,682,Ekwah,4.0,4.0,West Ham,0,0.00,1,0.02,2,0.05,1,0.01,0,0.00,1,0.04
M,683,Gibbs,4.5,4.5,Norwich,1,0.03,1,0.06,0,0.02,1,0.06,1,0.05,1,0.06
D,684,Hayden,4.0,4.0,Aston Villa,0,0.00,1,0.03,1,0.03,1,0.07,1,0.02,1,0.02
D,685,Toti,4.5,4.5,Wolves,0,0.00,1,0.03,1,0.03,1,0.02,0,0.01,1,0.04
D,686,Sanderson,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,687,Giles,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,688,McGill,4.0,4.0,Brighton,0,0.01,1,0.03,0,0.02,1,0.02,1,0.04,1,0.03
M,689,Chiquinho,5.5,5.5,Wolves,0,0.00,8,0.46,9,0.52,9,0.43,11,1.10,10,0.46
D,690,Kenedy,4.5,4.5,Chelsea,8,0.56,7,0.53,10,0.65,7,1.11,7,1.00,5,0.45
G,691,Olsen,4.0,4.0,Aston Villa,0,0.00,0,0.01,1,0.04,1,0.10,1,0.05,1,0.03
M,692,Hutchinson,4.5,4.5,Arsenal,1,0.14,2,0.11,2,0.09,1,0.13,1,0.08,2,0.12
M,693,Oulad M'hand,4.5,4.5,Arsenal,1,0.16,0,0.03,2,0.10,1,0.15,1,0.06,2,0.11
F,694,Biereth,4.5,4.5,Arsenal,0,0.02,1,0.07,0,0.00,1,0.11,1,0.06,1,0.11
D,695,Alebiosu,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,696,Luis Díaz,7.9,7.9,Liverpool,23,1.49,23,1.66,26,1.63,27,3.27,29,1.78,27,1.86
M,697,Bruno Guimarães,4.9,4.9,Newcastle,80,5.47,75,2.70,76,2.17,76,1.95,74,2.31,73,2.43
M,698,Kalu,4.9,4.9,Watford,1,0.08,1,0.08,3,0.23,3,0.40,3,0.22,3,0.18
M,699,Eriksen,5.6,5.6,Brentford,84,3.52,80,3.00,79,2.71,75,3.35,72,2.89,78,3.50
F,700,Weghorst,6.4,6.4,Burnley,62,6.03,60,3.05,58,2.92,57,2.92,58,4.87,56,3.00
M,701,Kulusevski,6.4,6.4,Spurs,78,4.31,74,3.75,74,4.26,69,6.08,67,4.10,67,4.03
M,702,Bentancur,4.9,4.9,Spurs,77,2.67,60,2.07,56,2.09,55,3.53,55,2.14,52,2.04
M,703,Chrisene,4.5,4.5,Aston Villa,0,0.00,0,0.02,0,0.01,0,0.02,0,0.02,0,0.01
F,704,Delap,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,705,Awe,4.0,4.0,Arsenal,4,0.27,3,0.09,3,0.10,2,0.14,2,0.07,2,0.07
M,706,Mejbri,4.5,4.5,Man Utd,4,0.47,4,0.19,3,0.15,5,0.24,3,0.16,4,0.23
M,707,De Bolle,4.4,4.4,Newcastle,0,0.06,1,0.03,0,0.02,1,0.04,0,0.02,1,0.03
G,708,Waller,4.0,4.0,Burnley,0,0.00,0,0.00,1,0.06,0,0.00,1,0.11,2,0.09
