Pos,ID,Name,BV,SV,Team,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts
M,27,Marquinhos,4.7,4.7,Arsenal,5,0.39,9,0.45,9,0.57
F,28,Jesus,8.0,8.0,Arsenal,83,5.94,69,3.34,69,3.98
M,29,Coutinho,6.6,6.6,Aston Villa,40,1.85,42,2.15,44,2.04
F,30,Ings,6.6,6.6,Aston Villa,73,3.32,72,3.71,65,3.12
G,31,Martínez,4.9,4.9,Aston Villa,89,3.37,88,3.34,87,3.34
D,32,Chambers,4.2,4.2,Aston Villa,3,0.08,5,0.14,7,0.19
D,33,Digne,4.6,4.6,Aston Villa,44,1.34,76,2.40,77,2.34
M,34,Traoré,4.9,4.9,Aston Villa,0,0.00,0,0.00,0,0.00
G,35,Olsen,4.0,4.0,Aston Villa,1,0.04,2,0.08,2,0.08
M,36,Sanson,4.3,4.3,Aston Villa,2,0.06,4,0.17,5,0.22
M,37,McGinn,5.2,5.2,Aston Villa,64,1.90,62,1.93,56,1.66
D,38,Hause,4.4,4.4,Aston Villa,0,0.00,0,0.00,0,0.00
D,39,Mings,4.3,4.3,Aston Villa,87,2.18,82,2.15,80,2.02
F,40,Watkins,7.2,7.2,Aston Villa,81,3.03,80,3.35,80,3.02
M,41,Nakamba,4.3,4.3,Aston Villa,3,0.15,5,0.23,6,0.23
M,42,Buendía,5.7,5.7,Aston Villa,45,2.01,48,2.34,45,2.04
D,43,Cash,4.6,4.6,Aston Villa,82,2.23,77,2.21,76,2.11
D,44,Konsa,4.4,4.4,Aston Villa,86,2.21,81,2.18,78,2.06
M,45,Bailey,4.6,4.6,Aston Villa,63,2.70,62,2.92,60,2.64
M,46,Douglas Luiz,4.8,4.8,Aston Villa,69,1.96,66,1.92,60,1.72
M,47,Ramsey,5.2,5.2,Aston Villa,48,1.78,42,1.73,40,1.57
M,48,Chukwuemeka,4.3,4.3,Chelsea,3,0.15,2,0.15,5,0.26
M,49,Iroegbunam,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00
D,50,Diego Carlos,4.7,4.7,Aston Villa,0,0.00,0,0.00,0,0.00
M,51,El Ghazi,4.8,4.8,Aston Villa,0,0.00,0,0.00,0,0.00
F,52,Davis,5.4,5.4,Aston Villa,0,0.00,0,0.00,0,0.00
M,53,Kamara,4.8,4.8,Aston Villa,0,0.00,0,0.00,21,0.59
F,54,Archer,4.3,4.3,Aston Villa,5,0.24,6,0.26,8,0.38
M,55,Philogene-Bidace,4.5,4.5,Aston Villa,0,0.00,0,0.00,0,0.00
D,56,Guilbert,3.9,3.9,Aston Villa,0,0.00,0,0.00,0,0.00
D,57,Smith,4.4,4.4,Bournemouth,80,1.97,64,1.64,62,2.20
M,58,Stanislas,4.8,4.8,Bournemouth,12,0.65,14,0.86,14,0.92
D,59,Fredericks,4.4,4.4,Bournemouth,74,2.08,66,1.98,63,2.59
M,60,Brooks,5.3,5.3,Bournemouth,0,0.00,0,0.00,0,0.00
M,61,Lowe,5.2,5.2,Bournemouth,5,0.31,4,0.20,5,0.28
F,62,Moore,5.4,5.4,Bournemouth,47,2.11,19,1.01,21,1.09
M,63,Marcondes,4.7,4.7,Bournemouth,1,0.00,2,0.07,3,0.14
M,64,Lerma,4.9,4.9,Bournemouth,81,2.21,79,2.22,76,2.33
D,65,Stacey,4.3,4.3,Bournemouth,11,0.29,20,0.54,19,0.72
F,66,Solanke,5.8,5.8,Bournemouth,42,1.91,74,3.66,77,4.07
M,67,Cook,4.9,4.9,Bournemouth,74,2.04,71,2.00,69,2.09
M,68,Pearson,4.4,4.4,Bournemouth,11,0.43,17,0.61,19,0.69
M,69,Christie,5.3,5.3,Bournemouth,69,2.61,66,2.67,62,2.75
M,70,Billing,5.3,5.3,Bournemouth,75,2.78,72,2.88,69,3.00
D,71,Mepham,4.4,4.4,Bournemouth,84,1.94,65,1.58,63,2.17
G,72,Travers,4.3,4.3,Bournemouth,89,3.24,88,3.18,87,3.58
D,73,Kelly,4.4,4.4,Bournemouth,0,0.00,0,0.00,8,0.29
M,74,Dembélé,4.7,4.7,Bournemouth,8,0.40,7,0.32,9,0.49
M,75,Anthony,5.3,5.3,Bournemouth,24,1.17,30,1.44,32,1.69
D,76,Zemura,4.4,4.4,Bournemouth,24,0.68,39,1.12,40,1.54
G,77,Dennis,4.0,4.0,Bournemouth,1,0.00,2,0.07,3,0.13
D,78,Jansson,4.3,4.3,Brentford,0,0.00,0,0.00,0,0.00
M,79,Nørgaard,5.3,5.3,Brentford,2,0.08,39,1.35,75,1.88
F,80,Toney,7.5,7.5,Brentford,85,4.57,64,3.37,68,2.30
G,81,Raya,4.6,4.6,Brentford,88,3.79,88,3.67,87,3.16
D,82,Canós,5.0,5.0,Brentford,16,0.91,15,0.82,19,0.55
M,83,Dasilva,4.3,4.3,Brentford,36,1.74,31,1.56,29,1.14
D,84,Ajer,4.5,4.5,Brentford,79,3.11,74,2.69,70,1.08
D,85,Henry,4.5,4.5,Brentford,86,3.30,83,2.95,78,1.17
M,86,Janelt,5.5,5.5,Brentford,68,2.52,63,2.31,58,1.64
M,87,Ghoddos,4.8,4.8,Brentford,2,0.07,3,0.20,4,0.17
M,88,Jensen,4.9,4.9,Brentford,70,2.86,66,2.68,62,1.91
M,89,Wissa,5.4,5.4,Brentford,33,1.93,39,2.28,37,1.54
D,90,Roerslev,4.3,4.3,Brentford,32,1.33,39,1.50,35,0.69
D,91,Bech,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00
D,92,Pinnock,4.4,4.4,Brentford,85,3.36,82,2.97,78,1.16
M,93,Onyeka,4.8,4.8,Brentford,43,1.72,37,1.52,31,1.09
M,94,Baptiste,4.5,4.5,Brentford,35,1.49,29,1.25,17,0.66
F,95,Mbeumo,5.8,5.8,Brentford,66,3.24,65,3.27,61,2.19
D,96,Goode,3.9,3.9,Brentford,1,0.00,1,0.04,1,0.03
F,97,Forss,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00
D,98,Thompson,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00
M,99,Bidstrup,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00
G,100,Balcombe,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00
M,101,Lallana,4.9,4.9,Brighton,48,2.02,51,2.23,50,2.34
G,102,Steele,4.0,4.0,Brighton,1,0.04,2,0.09,4,0.13
F,103,Welbeck,6.5,6.5,Brighton,80,3.36,73,3.44,72,3.70
M,104,Groß,5.6,5.6,Brighton,69,3.06,69,3.42,67,3.71
D,105,Duffy,4.3,4.3,Fulham,7,0.28,8,0.16,10,0.29
D,106,Dunk,4.7,4.6,Brighton,88,2.92,85,3.27,84,3.72
M,107,March,5.0,5.0,Brighton,79,2.72,73,2.79,72,2.97
D,108,Webster,4.5,4.5,Brighton,85,2.77,82,3.06,80,3.47
D,109,Veltman,4.7,4.7,Brighton,34,1.20,74,2.83,74,3.22
F,110,Maupay,6.1,6.1,Everton,18,1.03,19,1.17,24,1.27
M,111,Trossard,6.8,6.8,Brighton,76,3.70,73,3.98,71,4.39
D,112,Cucurella,5.1,5.1,Chelsea,74,3.08,68,2.73,61,2.42
G,113,Sánchez,4.7,4.7,Brighton,89,3.51,88,3.65,86,3.81
D,114,Lamptey,4.3,4.3,Brighton,9,0.33,21,0.97,21,1.07
M,115,Alzate,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00
M,116,Mac Allister,5.5,5.5,Brighton,83,3.35,64,2.85,65,3.27
M,117,Moder,4.4,4.4,Brighton,0,0.00,0,0.00,0,0.00
M,118,Mwepu,5.3,5.3,Brighton,0,0.00,0,0.00,0,0.00
M,119,Sarmiento,4.5,4.5,Brighton,6,0.39,7,0.45,11,0.61
M,120,Caicedo,5.0,5.0,Brighton,82,2.45,79,2.48,75,2.55
M,121,Richards,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00
D,122,Roberts,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00
F,123,Undav,5.1,5.1,Brighton,8,0.46,11,0.72,11,0.78
M,124,Mitoma,4.9,4.9,Brighton,39,1.75,45,2.07,43,2.22
F,125,Enciso,4.7,4.7,Brighton,1,0.00,2,0.07,3,0.14
M,126,Kozłowski,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00
D,127,Azpilicueta,4.8,4.8,Chelsea,64,2.55,63,2.32,64,2.32
D,128,Thiago Silva,5.4,5.4,Chelsea,78,2.90,77,2.69,71,2.46
D,129,Alonso,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00
M,130,Jorginho,5.9,5.9,Chelsea,58,2.23,56,2.16,56,2.10
M,131,Barkley,4.9,4.9,Chelsea,0,0.00,0,0.00,0,0.00
M,132,Kovacic,4.9,4.9,Chelsea,56,1.96,56,1.94,54,1.89
G,133,Arrizabalaga,4.5,4.5,Chelsea,83,3.48,84,3.38,81,3.30
M,134,Kanté,4.8,4.8,Chelsea,0,0.00,0,0.00,0,0.00
M,135,Ziyech,5.5,5.5,Chelsea,9,0.45,7,0.35,13,0.66
M,136,Loftus-Cheek,5.0,5.0,Chelsea,64,2.31,53,1.97,51,1.84
F,137,Werner,7.9,7.9,Chelsea,0,0.00,0,0.00,0,0.00
D,138,Kenedy,3.9,3.9,Chelsea,0,0.00,0,0.00,0,0.00
D,139,Chilwell,5.9,5.9,Chelsea,76,3.32,75,3.11,69,2.81
M,140,Pulisic,5.7,5.7,Chelsea,36,1.93,34,1.79,36,1.84
D,141,Chalobah,4.7,4.7,Chelsea,77,2.92,68,2.44,56,1.93
M,142,Mount,7.7,7.7,Chelsea,78,3.74,72,3.50,67,3.22
D,143,Sarr,5.0,5.0,Chelsea,0,0.00,0,0.00,0,0.00
M,144,Hudson-Odoi,5.3,5.3,Chelsea,0,0.00,0,0.00,0,0.00
F,145,Havertz,7.7,7.7,Chelsea,50,2.35,47,2.24,46,2.19
D,146,James,5.9,5.9,Chelsea,0,0.00,0,0.00,0,0.00
G,147,Mendy,4.8,4.8,Chelsea,7,0.25,6,0.24,9,0.32
M,148,Gallagher,5.7,5.7,Chelsea,24,1.08,35,1.51,38,1.63
M,149,Gilmour,4.4,4.4,Brighton,13,0.50,21,0.87,23,1.00
F,150,Broja,5.3,5.3,Chelsea,21,1.13,22,1.23,26,1.45
D,151,Ampadu,4.4,4.4,Chelsea,0,0.00,0,0.00,0,0.00
G,152,Guaita,4.5,4.5,Crystal Palace,88,3.84,87,3.24,87,3.73
D,153,Tomkins,3.9,3.9,Crystal Palace,9,0.33,16,0.43,17,0.61
M,154,McArthur,4.8,4.8,Crystal Palace,0,0.00,2,0.09,8,0.37
F,155,Benteke,5.5,5.5,Crystal Palace,0,0.00,0,0.00,0,0.00
D,156,Ward,4.5,4.5,Crystal Palace,85,3.27,74,1.89,69,2.41
D,157,Clyne,4.5,4.5,Crystal Palace,3,0.13,20,0.67,31,1.31
M,158,Milivojevic,4.3,4.3,Crystal Palace,19,0.84,24,0.94,24,1.05
M,159,Ayew,5.4,5.4,Crystal Palace,57,2.84,56,2.35,57,2.72
M,160,Zaha,7.6,7.4,Crystal Palace,84,5.23,82,3.89,81,4.64
M,161,Schlupp,4.8,4.8,Crystal Palace,64,2.51,65,2.16,61,2.31
G,162,Butland,4.4,4.4,Crystal Palace,0,0.00,0,0.00,0,0.00
M,163,Hughes,4.8,4.8,Crystal Palace,16,0.71,21,0.84,20,0.85
M,164,Riedewald,4.4,4.4,Crystal Palace,6,0.26,8,0.32,6,0.21
D,165,Andersen,4.5,4.5,Crystal Palace,85,3.60,82,2.28,81,3.08
F,166,Edouard,5.4,5.4,Crystal Palace,66,3.69,64,3.04,60,3.30
D,167,Guéhi,4.4,4.4,Crystal Palace,86,3.46,74,2.05,72,2.71
F,168,Mateta,5.2,5.2,Crystal Palace,26,1.64,27,1.50,29,1.82
M,169,Eze,5.7,5.7,Crystal Palace,72,3.73,72,3.00,68,3.33
D,170,Mitchell,4.5,4.5,Crystal Palace,78,3.41,73,2.19,68,2.70
M,171,Olise,5.4,5.4,Crystal Palace,50,2.64,51,2.22,52,2.61
M,172,Rak-Sakyi,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00
M,173,Ebiowei,4.3,4.3,Crystal Palace,7,0.36,10,0.51,11,0.55
D,174,Ferguson,3.9,3.9,Crystal Palace,3,0.12,12,0.35,14,0.49
G,175,Johnstone,4.4,4.4,Crystal Palace,2,0.09,3,0.08,3,0.09
G,176,Begović,4.0,4.0,Everton,1,0.04,1,0.04,2,0.08
F,177,Rondón,5.0,5.0,Everton,2,0.09,3,0.18,5,0.37
D,178,Coleman,4.5,4.5,Everton,69,2.31,43,1.75,31,1.23
M,179,Townsend,5.4,5.4,Everton,0,0.00,0,0.00,0,0.00
D,180,Keane,4.2,4.2,Everton,7,0.26,9,0.36,7,0.28
M,181,Dele,5.3,5.3,Everton,0,0.00,0,0.00,0,0.00
G,182,Pickford,4.5,4.5,Everton,89,3.54,89,3.76,87,3.71
M,183,Allan,4.8,4.8,Everton,0,0.00,0,0.00,0,0.00
M,184,André Gomes,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00
M,185,A.Doucouré,5.3,5.3,Everton,5,0.22,11,0.46,17,0.72
M,186,Iwobi,5.5,5.5,Everton,78,2.92,76,3.03,73,2.76
M,187,Gbamin,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00
D,188,Mina,4.3,4.3,Everton,0,0.00,0,0.00,6,0.24
M,189,Gray,5.4,5.4,Everton,56,2.74,58,3.08,59,2.94
M,190,Davies,4.9,4.9,Everton,9,0.41,12,0.50,15,0.66
F,191,Calvert-Lewin,7.9,7.9,Everton,75,3.90,73,4.09,67,3.47
D,192,Holgate,4.3,4.3,Everton,34,0.99,35,1.20,33,1.15
D,193,Godfrey,4.3,4.3,Everton,0,0.00,0,0.00,0,0.00
D,194,Mykolenko,4.5,4.5,Everton,81,2.57,79,2.99,77,2.88
M,195,Gordon,5.4,5.4,Everton,70,3.11,69,3.29,67,2.95
D,196,Branthwaite,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00
D,197,Patterson,4.0,4.0,Everton,13,0.39,44,1.65,59,2.08
D,198,Nkounkou,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00
D,199,Tarkowski,4.4,4.4,Everton,83,2.52,80,2.91,78,2.73
M,200,Cairney,4.7,4.7,Fulham,14,0.71,28,1.04,30,1.28
D,201,Ream,4.5,4.5,Fulham,86,2.86,84,1.18,82,1.80
M,202,Knockaert,4.7,4.7,Fulham,0,0.00,0,0.00,0,0.00
M,203,Chalobah,4.4,4.4,Fulham,5,0.25,13,0.47,15,0.59
M,204,Kebano,5.4,5.4,Fulham,29,1.64,28,1.16,29,1.42
M,205,De Cordova-Reid,5.5,5.5,Fulham,66,2.64,56,1.63,55,2.03
D,206,Bryan,4.4,4.4,Fulham,0,0.00,0,0.00,0,0.00
G,207,Gazzaniga,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.00
D,208,Kongolo,3.9,3.9,Fulham,0,0.00,0,0.00,0,0.00
D,209,Tosin,4.5,4.5,Fulham,57,1.98,56,0.82,55,1.31
F,210,Mitrović,6.9,6.9,Fulham,85,5.36,81,2.90,77,4.08
M,211,Reed,4.5,4.5,Fulham,72,2.32,52,1.39,54,1.67
M,212,Wilson,5.7,5.7,Fulham,47,2.54,48,1.68,47,2.23
G,213,Rodák,4.4,4.4,Fulham,2,0.04,4,0.11,3,0.11
M,214,Cavaleiro,4.8,4.8,Fulham,0,0.00,0,0.00,0,0.00
D,215,Tete,4.4,4.4,Fulham,39,1.55,57,0.91,53,1.36
M,216,Onomah,4.3,4.3,Fulham,0,0.00,0,0.00,0,0.00
D,217,Robinson,4.4,4.4,Fulham,83,2.96,79,1.18,76,1.85
F,218,Muniz,5.4,5.4,Fulham,0,0.00,0,0.00,0,0.00
F,219,Stansfield,4.5,4.5,Fulham,0,0.00,0,0.00,0,0.00
M,220,Palhinha,5.0,5.0,Fulham,86,2.67,82,1.91,77,2.21
D,221,Cooper,4.4,4.4,Leeds,45,0.74,80,3.10,77,1.44
D,222,Ayling,4.5,4.5,Leeds,36,0.64,30,1.33,35,0.76
M,223,Klich,4.7,4.7,Leeds,47,1.72,24,1.32,26,1.12
M,224,Forshaw,4.4,4.4,Leeds,0,0.00,0,0.00,2,0.04
M,225,Rodrigo,6.3,6.3,Leeds,33,1.59,46,3.36,47,2.39
D,226,Dallas,4.9,4.9,Leeds,0,0.00,0,0.00,0,0.00
F,227,Bamford,7.2,7.2,Leeds,73,3.34,62,4.40,60,2.94
D,228,Llorente,4.4,4.4,Leeds,46,0.78,21,0.82,26,0.56
M,229,Roberts,5.0,5.0,Leeds,0,0.00,0,0.00,0,0.00
D,230,Koch,4.5,4.5,Leeds,81,1.31,78,3.06,71,1.40
M,231,James,6.0,6.0,Fulham,25,1.32,24,0.97,27,1.28
M,232,Raphinha,7.0,7.0,Leeds,0,0.00,0,0.00,0,0.00
M,233,Harrison,5.9,5.9,Leeds,74,2.75,67,3.60,67,2.62
M,234,Shackleton,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00
D,235,Struijk,4.5,4.5,Leeds,73,1.18,61,2.54,56,1.09
G,236,Klaesson,3.9,3.9,Leeds,1,0.04,2,0.09,3,0.07
F,237,Greenwood,4.2,4.2,Leeds,15,0.65,6,0.29,8,0.35
G,238,Meslier,4.5,4.5,Leeds,89,3.12,88,3.64,87,3.03
D,239,Firpo,4.5,4.5,Leeds,17,0.44,26,1.20,32,0.84
M,240,Summerville,4.4,4.4,Leeds,29,1.27,20,1.19,22,1.03
M,241,Bate,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00
F,242,Gelhardt,5.2,5.2,Leeds,9,0.48,10,0.70,12,0.64
D,243,Hjelde,3.9,3.9,Leeds,1,0.03,3,0.09,6,0.15
D,244,Kristensen,4.8,4.8,Leeds,65,1.10,62,2.50,57,1.16
M,245,Roca,4.9,4.9,Leeds,73,2.17,68,2.63,64,2.03
M,246,Aaronson,5.5,5.5,Leeds,78,2.63,73,3.52,73,2.55
M,247,Gyabi,4.3,4.3,Leeds,1,0.00,0,0.00,0,0.00
G,248,Schmeichel,5.0,5.0,Leicester,0,0.00,0,0.00,0,0.00
D,249,Evans,4.4,4.4,Leicester,38,0.66,82,2.40,76,1.88
D,250,Bertrand,3.9,3.9,Leicester,0,0.00,0,0.00,0,0.00
M,251,Albrighton,4.7,4.7,Leicester,5,0.19,9,0.34,8,0.29
M,252,Mendy,4.3,4.3,Leicester,15,0.51,7,0.27,10,0.33
D,253,Vestergaard,3.9,3.9,Leicester,0,0.00,1,0.00,1,0.00
G,254,Ward,4.1,4.0,Leicester,89,3.14,86,3.38,87,3.20
F,255,Vardy,9.1,9.1,Leicester,45,2.04,44,2.52,43,2.37
D,256,Ricardo,4.3,4.3,Leicester,0,0.00,0,0.00,0,0.00
D,257,Amartey,4.3,4.3,Leicester,56,0.93,24,0.78,29,0.79
D,258,Castagne,4.5,4.5,Leicester,77,1.27,74,2.49,71,2.00
M,259,Tielemans,6.3,6.3,Leicester,77,2.47,73,2.90,71,2.63
M,260,Pérez,4.7,4.7,Leicester,13,0.58,13,0.67,18,0.92
M,261,Maddison,8.2,8.2,Leicester,84,3.07,80,3.79,77,3.43
F,262,Iheanacho,6.1,6.1,Leicester,18,0.90,21,1.22,25,1.35
M,263,Choudhury,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00
M,264,Barnes,6.9,6.9,Leicester,74,2.76,71,3.44,70,3.15
M,265,Ndidi,4.8,4.8,Leicester,46,1.24,74,2.10,70,1.91
M,266,Dewsbury-Hall,5.0,5.0,Leicester,65,1.93,60,2.13,61,2.06
D,267,Söyüncü,4.2,4.2,Leicester,4,0.06,2,0.06,4,0.10
D,268,Justin,4.3,4.3,Leicester,82,1.34,79,2.54,77,2.07
M,269,Soumaré,4.4,4.4,Leicester,37,1.25,28,1.07,29,1.10
D,270,Thomas,4.3,4.3,Leicester,18,0.34,18,0.58,21,0.58
F,271,Daka,5.7,5.7,Leicester,53,2.20,49,2.57,47,2.37
D,272,Fofana,4.3,4.3,Chelsea,0,0.00,0,0.00,0,0.00
D,273,Brunt,3.9,3.9,Leicester,0,0.00,0,0.00,0,0.00
M,274,Milner,4.4,4.4,Liverpool,24,1.27,13,0.58,14,0.73
M,275,Henderson,5.3,5.3,Liverpool,30,1.36,55,2.03,47,2.18
D,276,Matip,5.9,5.9,Liverpool,0,0.00,5,0.14,25,1.24
M,277,Thiago,5.2,5.2,Liverpool,57,2.35,56,2.00,51,2.23
M,278,Chamberlain,4.9,4.9,Liverpool,11,0.66,7,0.44,9,0.63
F,279,Firmino,8.1,8.1,Liverpool,70,4.46,61,3.02,63,4.12
D,280,Van Dijk,6.5,6.5,Liverpool,86,3.93,84,2.70,83,4.17
G,281,Alisson,5.4,5.4,Liverpool,89,3.95,89,3.51,88,4.19
M,282,Fabinho,5.3,5.3,Liverpool,73,2.49,67,1.98,63,2.30
M,283,Salah,12.8,12.7,Liverpool,85,8.05,83,5.55,79,7.69
D,284,Robertson,6.7,6.7,Liverpool,77,4.16,77,2.89,71,4.16
D,285,Alexander-Arnold,7.2,7.2,Liverpool,82,5.12,83,3.57,77,5.32
D,286,Gomez,4.6,4.6,Liverpool,69,2.74,46,1.31,28,1.31
M,287,Keita,4.7,4.7,Liverpool,0,0.00,1,0.06,8,0.46
F,288,Diogo Jota,8.9,8.9,Liverpool,0,0.00,0,0.00,0,0.00
G,289,Kelleher,4.0,4.0,Liverpool,1,0.04,1,0.04,2,0.05
D,290,Konaté,4.8,4.8,Liverpool,23,1.00,44,1.36,52,2.41
M,291,Jones,4.9,4.9,Liverpool,18,1.02,15,0.69,23,1.32
D,292,Tsimikas,4.5,4.5,Liverpool,15,0.79,14,0.53,18,0.96
M,293,Luis Díaz,7.9,7.9,Liverpool,0,0.00,0,0.00,0,0.00
M,294,Elliott,5.0,5.0,Liverpool,63,3.57,53,2.50,51,3.14
D,295,N.Williams,4.1,4.1,Nott'm Forest,64,1.14,61,2.28,58,2.21
M,296,Carvalho,5.4,5.4,Liverpool,38,2.61,58,2.98,57,3.94
F,297,Darwin,8.8,8.8,Liverpool,72,5.53,69,3.98,70,5.49
D,298,Ramsay,3.9,3.9,Liverpool,1,0.04,0,0.00,0,0.00
D,299,Walker,4.9,4.9,Man City,0,0.00,0,0.00,6,0.32
M,300,Gündogan,7.3,7.3,Man City,30,1.84,45,2.84,45,2.74
M,301,De Bruyne,12.3,12.3,Man City,81,5.77,76,6.18,74,5.82
D,302,Stones,5.4,5.4,Man City,33,1.65,57,3.23,56,3.17
M,303,Mahrez,7.5,7.5,Man City,23,1.87,42,3.59,41,3.56
M,304,Sterling,9.8,9.8,Chelsea,63,3.26,70,3.54,64,3.23
M,305,Grealish,6.8,6.8,Man City,61,3.65,58,3.94,59,3.89
D,306,Cancelo,7.4,7.4,Man City,72,4.13,74,4.97,75,4.89
G,307,Ederson,5.4,5.4,Man City,89,4.11,88,4.43,88,4.32
D,308,Aké,5.0,5.0,Man City,41,2.13,34,2.00,33,1.91
D,309,Laporte,5.8,5.8,Man City,71,3.59,58,3.33,60,3.38
G,310,Steffen,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00
M,311,Bernardo,6.9,6.9,Man City,74,3.65,61,3.38,60,3.31
D,312,Dias,5.9,5.9,Man City,61,2.93,63,3.54,60,3.23
D,313,Zinchenko,5.0,5.0,Arsenal,14,0.84,30,1.16,48,2.33
M,314,Foden,8.5,8.5,Man City,72,5.11,70,5.73,68,5.50
M,315,Rodri,5.7,5.7,Man City,79,2.81,72,2.90,76,2.95
M,316,Palmer,4.3,4.3,Man City,22,1.42,15,1.06,14,0.99
M,317,McAtee,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00
F,318,Haaland,12.2,11.8,Man City,59,5.55,74,8.21,75,8.11
F,319,Álvarez,6.0,6.0,Man City,38,2.62,29,2.21,27,1.99
D,320,Mbete,3.9,3.9,Man City,0,0.00,0,0.00,0,0.00
M,321,Lavia,4.5,4.5,Southampton,6,0.22,34,1.07,76,1.89
D,322,Wilson-Esbrand,3.8,3.8,Man City,1,0.04,1,0.00,1,0.00
F,323,Delap,4.4,4.4,Man City,0,0.00,0,0.00,0,0.00
G,324,Ortega,3.8,3.8,Man City,1,0.00,2,0.05,2,0.10
M,325,Phillips,4.8,4.8,Man City,0,0.00,0,0.00,2,0.04
F,326,Ronaldo,10.2,10.2,Man Utd,20,1.48,24,1.61,22,1.59
G,327,De Gea,4.9,4.9,Man Utd,83,3.57,83,3.38,83,3.42
D,328,Jones,3.9,3.9,Man Utd,3,0.07,4,0.11,3,0.07
D,329,Varane,4.8,4.8,Man Utd,0,0.00,0,0.00,0,0.00
D,330,Maguire,4.7,4.7,Man Utd,26,1.09,48,1.69,73,2.68
M,331,Fred,5.1,5.1,Man Utd,19,0.86,29,1.15,29,1.19
D,332,Shaw,4.7,4.7,Man Utd,76,3.45,75,2.93,74,3.09
M,333,Fernandes,9.8,9.8,Man Utd,83,4.86,64,3.41,67,3.95
D,334,Telles,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00
M,335,Rashford,6.6,6.6,Man Utd,76,5.01,66,4.13,61,4.02
M,336,Van de Beek,5.1,5.1,Man Utd,3,0.15,7,0.35,8,0.36
D,337,Lindelöf,4.3,4.3,Man Utd,60,2.33,41,1.38,26,0.95
M,338,McTominay,4.9,4.9,Man Utd,31,1.18,35,1.25,32,1.19
D,339,Bailly,4.0,4.0,Man Utd,0,0.00,0,0.00,0,0.00
M,340,Sancho,7.2,7.2,Man Utd,60,3.67,51,3.00,41,2.68
D,341,Wan-Bissaka,4.3,4.3,Man Utd,4,0.13,16,0.57,23,0.84
D,342,Dalot,4.7,4.7,Man Utd,83,3.54,66,2.39,62,2.40
D,343,B.Williams,3.9,3.9,Man Utd,0,0.00,0,0.00,2,0.03
M,344,Elanga,4.8,4.8,Man Utd,18,1.19,14,0.88,8,0.57
F,345,Martial,6.7,6.7,Man Utd,5,0.30,31,1.79,61,3.61
M,346,Andreas,4.6,4.5,Fulham,80,3.41,79,2.24,77,2.84
M,347,Pellistri,4.4,4.4,Man Utd,3,0.18,3,0.17,2,0.09
G,348,Heaton,3.9,3.9,Man Utd,0,0.00,0,0.00,0,0.00
M,349,Shelvey,4.8,4.8,Newcastle,17,0.70,25,0.98,25,0.94
D,350,Ritchie,4.3,4.3,Newcastle,0,0.00,0,0.00,0,0.00
D,351,Fernández,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00
D,352,Clark,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00
G,353,Darlow,3.9,3.9,Newcastle,0,0.00,0,0.00,0,0.00
F,354,Wood,5.6,5.6,Newcastle,10,0.66,11,0.66,16,0.88
G,355,Dubravka,4.2,4.2,Man Utd,7,0.26,7,0.25,7,0.25
F,356,Wilson,7.3,7.3,Newcastle,79,4.76,77,4.63,73,3.88
D,357,Trippier,5.8,5.5,Newcastle,84,4.30,80,3.63,76,3.06
D,358,Burn,4.5,4.5,Newcastle,83,3.63,81,3.11,80,2.71
M,359,Fraser,5.2,5.2,Newcastle,26,1.45,24,1.35,19,1.04
