Pos,ID,Name,BV,SV,Team,32_xMins,32_Pts,33_xMins,33_Pts
F,411,Adams,6.2,6.2,Southampton,48,1.14,47,2.49
M,412,Tella,5,5,Southampton,0,0,0,0
D,413,Lyanco,4.4,4.4,Southampton,13,0.17,9,0.36
D,414,Valery,4,4,Southampton,0,0,0,0
M,415,Smallbone,4.5,4.5,Southampton,0,0,0,0
M,416,Diallo,4.2,4.2,Southampton,24,0.56,23,0.95
D,417,Perraud,4.1,4.1,Southampton,33,0.56,33,1.7
M,418,Djenepo,5,5,Southampton,7,0.24,7,0.44
D,419,Livramento,4.4,4.4,Southampton,28,0.45,22,1.07
D,420,Salisu,4.4,4.4,Southampton,43,0.51,44,1.78
G,421,Lis,4,4,Southampton,0,0,0,0
G,422,Bazunu,4.5,4.5,Southampton,78,1.75,77,3.27
D,423,Bella-Kotchap,4.5,4.5,Southampton,69,0.91,69,3.11
G,424,Caballero,3.9,3.9,Southampton,1,0.02,1,0
G,425,Lloris,5.5,5.5,Spurs,86,1.55,85,3.37
G,426,Forster,3.9,3.9,Spurs,4,0.06,5,0.16
F,427,Kane,11.8,11.8,Spurs,79,1.96,75,4.58
M,428,Son,11.6,11.6,Spurs,62,1.5,61,3.49
D,429,Doherty,4.6,4.6,Spurs,0,0,0,0
D,430,Dier,5.1,5.1,Spurs,76,1.02,78,2.52
M,431,Lucas Moura,5.8,5.8,Spurs,10,0.26,12,0.65
D,432,Davies,4.8,4.8,Spurs,53,0.73,53,1.73
M,433,Højbjerg,5.5,5.5,Spurs,79,1.12,80,2.5
M,434,Winks,4.4,4.4,Spurs,0,0,0,0
D,435,Sánchez,4.3,4.3,Spurs,22,0.32,21,0.75
D,436,R.Sessegnon,4.4,4.4,Spurs,31,0.6,33,1.48
M,437,Bergwijn,5.5,5.5,Spurs,0,0,0,0
D,438,Reguilón,4.2,4.2,Spurs,0,0,0,0
D,439,Tanganga,3.9,3.9,Spurs,12,0.18,9,0.33
M,440,Bentancur,5.4,5.4,Spurs,0,0,0,0
M,441,Skipp,4.3,4.3,Spurs,28,0.48,23,0.84
D,442,Rodon,4,4,Spurs,0,0,0,0
D,443,Romero,4.9,4.9,Spurs,72,0.9,73,2.21
M,444,Bissouma,4.7,4.7,Spurs,48,0.69,56,1.74
D,445,Emerson Royal,4.9,4.9,Spurs,48,0.79,47,1.85
M,446,Kulusevski,7.9,7.9,Spurs,54,1.08,54,2.58
F,447,Scarlett,4.5,4.5,Spurs,0,0,0,0
D,448,Perišić,5.5,5.5,Spurs,59,1.2,57,2.84
M,449,White,4.4,4.4,Spurs,0,0,0,0
M,450,Sarr,4.2,4.2,Spurs,25,0.44,23,0.94
G,451,Austin,3.9,3.9,Spurs,0,0,0,0
M,452,Devine,4.3,4.3,Spurs,1,0,1,0
F,453,Parrott,4.5,4.5,Spurs,0,0,0,0
F,454,Richarlison,8.4,8.4,Spurs,47,1.01,48,2.43
G,455,Fabianski,5,5,West Ham,86,3.62,87,3.27
D,456,Ogbonna,4.4,4.4,West Ham,42,1.59,42,1.17
D,457,Cresswell,4.7,4.7,West Ham,50,2.1,51,1.64
F,458,Antonio,7,7,West Ham,32,1.8,32,1.63
D,459,Dawson,4.8,4.8,Wolves,73,1.38,74,3.33
M,460,Lanzini,5.1,5.1,West Ham,8,0.4,9,0.43
D,461,Zouma,4.4,4.4,West Ham,73,2.9,75,2.15
D,462,Masuaku,4.5,4.5,West Ham,0,0,0,0
D,463,Coufal,4.1,4.1,West Ham,66,2.66,67,2.04
M,464,Benrahma,5.5,5.5,West Ham,44,2.45,43,2.26
M,465,Bowen,8,8,West Ham,74,3.72,73,3.32
M,466,Vlasic,5,5,West Ham,0,0,0,0
M,467,Rice,4.7,4.7,West Ham,76,2.43,75,2.2
M,468,Soucek,5.1,5.1,West Ham,50,1.96,49,1.77
M,469,Fornals,4.9,4.9,West Ham,33,1.55,33,1.49
D,470,Diop,4.3,4.3,Fulham,71,1.41,69,1.9
D,471,Johnson,4.4,4.4,West Ham,13,0.55,14,0.48
D,472,Aguerd,4.8,4.8,West Ham,72,2.83,72,2.05
G,473,Areola,4.3,4.3,West Ham,4,0.17,3,0.08
D,474,Boly,4.2,4.2,Nott'm Forest,0,0,0,0
D,475,Coady,4.9,4.9,Everton,73,2.54,69,2.13
F,476,Jiménez,6.7,6.7,Wolves,32,1.16,36,2.3
D,477,Jonny,4.3,4.3,Wolves,23,0.49,25,1.17
G,478,Sá,5,5,Wolves,86,2.06,86,3.91
M,479,Dendoncker,4.7,4.7,Aston Villa,27,0.94,27,1.08
M,480,Neves,5.4,5.4,Wolves,68,1.49,67,2.67
M,481,Hwang,5.7,5.7,Wolves,25,0.82,26,1.55
D,482,Semedo,5,5,Wolves,71,1.42,73,3.39
M,483,Podence,5.3,5.3,Wolves,37,1.17,36,1.99
D,484,Kilman,4.4,4.4,Wolves,75,1.36,75,3.28
M,485,Cundle,4.4,4.4,Wolves,0,0,0,0
M,486,Neto,4.9,4.9,Wolves,47,1.48,47,2.62
D,487,Aït-Nouri,4.2,4.2,Wolves,38,0.83,36,1.81
F,488,Fabio Silva,5.5,5.5,Wolves,0,0,0,0
D,489,Toti,3.9,3.9,Wolves,7,0.13,6,0.22
M,490,Chiquinho,5,5,Wolves,0,0,0,0
M,491,Adama,5.4,5.4,Wolves,21,0.67,23,1.3
G,492,Šarkić,3.9,3.9,Wolves,0,0,0,0
M,493,Gibbs-White,5.5,5.5,Nott'm Forest,72,2.48,71,2.77
D,494,Mosquera,3.9,3.9,Wolves,0,0,0,0
G,495,Matthews,4,4,Crystal Palace,0,0,0,0
F,496,Plange,4.5,4.5,Crystal Palace,0,0,0,0
G,497,Adrián,3.9,3.9,Liverpool,1,0,1,0
D,498,R.Williams,4,4,Liverpool,0,0,0,0
D,499,Davies,4,4,Liverpool,0,0,0,0
D,500,Van den Berg,4,4,Liverpool,0,0,0,0
D,501,Phillips,3.9,3.9,Liverpool,1,0,1,0.04
G,502,Carson,3.8,3.8,Man City,0,0,0,0
M,503,Moutinho,4.7,4.7,Wolves,49,1.15,47,2.01
D,504,Malacia,4.2,4.2,Man Utd,22,0.4,24,0.86
M,505,Rothwell,4.9,4.9,Bournemouth,12,0.51,12,0.52
M,506,Adams,4.9,4.9,Leeds,76,1.16,75,2.15
D,507,Niakhaté,4.3,4.3,Nott'm Forest,16,0.33,16,0.47
M,508,Sinisterra,6.5,6.5,Leeds,57,1.68,56,3.35
M,509,Downes,4.2,4.2,West Ham,9,0.33,9,0.31
D,510,Hickey,4.9,4.9,Brentford,56,2.33,56,1.56
D,511,Richards,4.4,4.4,Nott'm Forest,6,0.14,8,0.24
M,512,Aribo,5.1,5.1,Southampton,6,0.16,7,0.35
D,513,Lenglet,4.8,4.8,Spurs,39,0.55,38,1.29
M,514,C.Doucouré,5,5,Crystal Palace,64,2.07,66,1.92
M,515,Lewis-Potter,5.2,5.2,Brentford,15,0.89,17,0.77
D,516,Collins,4.4,4.4,Wolves,40,0.79,39,1.8
G,517,Strakosha,4.3,4.3,Brentford,5,0.21,6,0.18
G,518,Hennessey,3.9,3.9,Nott'm Forest,0,0,1,0
M,519,Eriksen,6.3,6.3,Man Utd,0,0,0,0
D,520,Koulibaly,5.5,5.5,Chelsea,10,0.13,9,0.37
M,521,Francois,4.4,4.4,Fulham,0,0,0,0
D,522,Spence,4.1,4.1,Spurs,0,0,0,0
D,523,Toffolo,4.3,4.3,Nott'm Forest,8,0.15,8,0.24
M,524,O'Brien,4.8,4.8,Nott'm Forest,2,0.04,2,0.04
D,525,Augustinsson,4.3,4.3,Aston Villa,0,0,0,0
D,526,Mee,5,5,Brentford,80,3.32,81,2.13
M,527,Lingard,5.4,5.4,Nott'm Forest,23,1.02,24,1.15
F,528,Mara,5.3,5.3,Southampton,12,0.38,15,0.96
F,529,Scamacca,6.6,6.6,West Ham,42,2.31,43,2.21
D,530,Richards,4.4,4.4,Crystal Palace,25,1.13,25,0.81
D,531,Vinagre,4.3,4.3,Everton,14,0.53,14,0.53
D,532,Mbabu,4.3,4.3,Fulham,0,0,0,0
D,533,Martínez,4.5,4.5,Man Utd,66,1.08,70,2.11
M,534,McNeil,5.1,5.1,Everton,62,2.58,63,2.57
M,535,Tavernier,4.7,4.7,Bournemouth,60,2.43,60,2.25
M,536,Mangala,4.9,4.9,Nott'm Forest,22,0.85,24,0.92
D,537,Kesler Hayden,4,4,Aston Villa,0,0,0,0
D,538,Young,4.4,4.4,Aston Villa,55,1.83,56,2.31
D,539,Hill,4.4,4.4,Bournemouth,0,0,0,0
D,540,Stevens,4,4,Brentford,0,0,0,0
F,541,Dervişoğlu,4.5,4.5,Brentford,0,0,0,0
G,542,Scherpen,4,4,Brighton,0,0,0,0
D,543,Clarke,4,4,Brighton,0,0,0,0
D,544,Van Hecke,4,4,Brighton,9,0.08,9,0.34
D,545,Emerson,4,4,West Ham,47,2.15,43,1.52
M,546,Harris,4.4,4.4,Fulham,0,0,0,0
D,547,Drameh,4,4,Leeds,0,0,0,0
G,548,Iversen,3.8,3.8,Leicester,6,0.15,6,0.19
M,549,Praet,4.8,4.8,Leicester,21,0.65,21,0.98
M,550,Amad,4.4,4.4,Man Utd,0,0,0,0
M,551,Iqbal,4.2,4.2,Man Utd,1,0,1,0
M,552,Anderson,4.4,4.4,Newcastle,17,0.41,19,0.77
M,553,Hammond,4.3,4.3,Nott'm Forest,0,0,0,0
M,554,Bryan,5,5,Spurs,0,0,0,0
D,555,Ashby,3.8,3.8,Newcastle,0,0,1,0
M,556,Coventry,4.4,4.4,West Ham,0,0,0,0
G,557,Smith,3.9,3.9,Wolves,0,0,0,0
D,558,Bueno,3.9,3.9,Wolves,41,0.92,41,2.02
D,559,Colwill,4.4,4.4,Brighton,49,0.4,49,2.12
M,560,Mills,4.4,4.4,Everton,1,0,1,0
M,561,Warrington,4.4,4.4,Everton,0,0,0,0
M,562,Solomon,4.9,4.9,Fulham,16,0.48,14,0.66
D,563,Chambers,4,4,Liverpool,0,0,0,0
M,564,Bajcetic,4.4,4.4,Liverpool,35,1.5,34,1.26
M,565,Gray,4.5,4.5,Leeds,0,0,0,0
M,566,Hodge,4.4,4.4,Wolves,4,0.08,3,0.09
M,567,Ronan,4.4,4.4,Wolves,0,0,0,0
M,568,Campbell,4.4,4.4,Wolves,0,0,0,0
M,569,Garnacho,4.2,4.2,Man Utd,24,0.57,26,1.27
M,570,Garner,4.5,4.5,Everton,16,0.61,17,0.6
G,571,Randolph,4,4,Bournemouth,1,0.04,1,0.04
M,572,Oko-Flex,4.4,4.4,West Ham,0,0,0,0
D,573,Lewis,3.9,3.9,Man City,37,0.24,42,1.95
G,574,Neto,4.5,4.5,Bournemouth,84,3.4,84,3.2
M,575,Cornet,5.9,5.9,West Ham,23,1.25,25,1.25
D,576,Senesi,4.4,4.4,Bournemouth,53,1.84,68,2.08
M,577,Onana,4.8,4.8,Everton,69,2.23,65,2.05
G,578,Robles,4,4,Leeds,4,0.09,4,0.12
M,579,Guedes,5.8,5.8,Wolves,0,0,0,0
M,580,Damsgaard,5.1,5.1,Brentford,24,1.37,23,1.13
G,581,Smithies,3.9,3.9,Leicester,0,0,1,0
M,582,Freuler,4.9,4.9,Nott'm Forest,71,1.87,72,2.06
M,583,Kouyaté,4.4,4.4,Nott'm Forest,15,0.59,15,0.57
M,584,Clark,4.5,4.5,Liverpool,0,0,0,0
F,585,Dennis,5.7,5.7,Nott'm Forest,11,0.54,12,0.63
D,586,Estupiñán,4.7,4.7,Brighton,71,0.67,72,3.55
D,587,Sergio Gómez,4.5,4.5,Man City,6,0.03,6,0.23
D,588,Kehrer,4.4,4.4,West Ham,55,2.03,53,1.47
M,589,Matheus,4.8,4.8,Wolves,56,1.28,55,2.23
G,590,Whitworth,4,4,Crystal Palace,0,0,0,0
F,591,Ablade,4.5,4.5,Fulham,2,0.04,2,0.07
G,592,H.Davies,4,4,Liverpool,0,0,0,0
M,593,Casemiro,4.9,4.9,Man Utd,71,1,72,2.17
F,594,Isak,6.6,6.6,Newcastle,53,1.81,54,3
D,595,Zanka,4,4,Brentford,16,0.56,15,0.41
F,596,Ferguson,4.6,4.6,Brighton,21,0.35,23,1.48
F,597,Saydee,4.5,4.5,Bournemouth,0,0,0,0
D,598,Bevan,4,4,Bournemouth,0,0,0,0
M,599,Gomes,4.5,4.5,Man City,0,0,0,0
M,600,Knight,4.5,4.5,Man City,0,0,1,0
M,601,Rodney,4.5,4.5,Crystal Palace,1,0,1,0
D,602,Renan Lodi,4.3,4.3,Nott'm Forest,63,1.32,62,2.03
M,603,Paquetá,5.9,5.9,West Ham,65,3.09,67,2.83
M,604,Phillips,4.5,4.5,Crystal Palace,0,0,0,0
D,605,Welch,4,4,Everton,0,0,0,0
M,606,Vale,4.5,4.5,Chelsea,0,0,0,0
M,607,Smith,4.5,4.5,Arsenal,0,0,0,0
F,608,Kalajdžić,5.3,5.3,Wolves,0,0,0,0
M,609,Antony,7.3,7.3,Man Utd,60,1.22,59,2.57
D,610,Akanji,5,5,Man City,39,0.22,39,1.55
M,611,Gueye,4.9,4.9,Everton,66,2.08,69,2.08
D,612,Faes,4.2,4.2,Leicester,61,1.31,59,1.49
D,613,Kurzawa,4.3,4.3,Fulham,13,0.33,13,0.45
M,614,Willian,5.5,5.5,Fulham,66,2.07,64,2.96
G,615,Kovár,4,4,Man Utd,0,0,0,0
M,616,Zakaria,4.9,4.9,Chelsea,24,0.39,24,0.97
F,617,Aubameyang,8.4,8.4,Chelsea,2,0.04,2,0.1
F,618,Vinícius,5.4,5.4,Fulham,13,0.49,14,0.74
F,619,Gnonto,5,5,Leeds,60,1.49,58,2.86
M,620,Arthur,4.8,4.8,Liverpool,6,0.29,7,0.26
D,621,Badé,4.5,4.5,Nott'm Forest,0,0,0,0
D,622,Larios,4,4,Southampton,6,0.09,8,0.35
D,623,Caleta-Car,4.5,4.5,Southampton,32,0.44,28,1.24
M,624,Edozie,4.7,4.7,Southampton,15,0.46,17,1.05
F,625,Diego Costa,5.4,5.4,Wolves,10,0.38,8,0.56
G,626,Karius,3.9,3.9,Newcastle,0,0,1,0
G,627,Jakupović,4,4,Everton,0,0,0,0
D,628,Aurier,4.5,4.5,Nott'm Forest,62,1.22,61,1.89
M,629,Traoré,4.3,4.3,Wolves,13,0.29,13,0.54
M,630,Nwaneri,4.5,4.5,Arsenal,1,0,1,0
D,631,Sousa,4,4,Arsenal,3,0.05,2,0.05
M,632,Trevitt,4.4,4.4,Brentford,0,0,0,0
G,633,Cox,3.9,3.9,Brentford,0,0,0,0
F,634,Gordon,4.5,4.5,Crystal Palace,0,0,0,0
G,635,Bettinelli,4,4,Chelsea,0,0,0,0
D,636,Parkes,4,4,Fulham,1,0,1,0.03
D,637,John,4,4,Everton,0,0,1,0
D,638,Bogarde,4,4,Aston Villa,0,0,0,0
M,639,Braybrooke,4.5,4.5,Leicester,0,0,0,0
D,640,Turns,4,4,Brighton,0,0,0,0
M,641,Godo,4.5,4.5,Fulham,0,0,0,0
D,642,Balmer,4,4,Crystal Palace,0,0,0,0
M,643,Mainoo,4.5,4.5,Man Utd,0,0,1,0
G,644,Goodman,4,4,Crystal Palace,0,0,0,0
D,645,Wormleighton,4,4,Leicester,0,0,0,0
D,646,Crama,4,4,Brentford,1,0.03,1,0
M,647,Payne,4.5,4.5,Southampton,0,0,0,0
M,648,Finnigan,4.5,4.5,Southampton,0,0,0,0
G,649,Plain,4,4,Bournemouth,0,0,0,0
M,650,Yarmolyuk,4.5,4.5,Brentford,1,0,0,0
M,651,Moran,4.5,4.5,Brighton,4,0.04,3,0.14
D,652,Furlong,4,4,Brighton,0,0,0,0
M,653,Hutchinson,4.3,4.3,Chelsea,0,0,0,0
M,654,Wells-Morrison,4.5,4.5,Crystal Palace,1,0,0,0
G,655,Hein,4,4,Arsenal,0,0,0,0
G,656,Bishop,4,4,Man Utd,0,0,0,0
F,657,Fraser,4.5,4.5,Wolves,0,0,0,0
M,658,Griffiths,4.4,4.4,Wolves,0,0,0,0
F,659,Mateo Joseph,4.5,4.5,Leeds,0,0,0,0
F,660,Shoretire,4.5,4.5,Man Utd,0,0,0,0
M,661,Hall,4.4,4.4,Chelsea,7,0.13,7,0.31
F,662,Cannon,4.5,4.5,Everton,0,0,0,0
F,663,Perkins,4.5,4.5,Leeds,0,0,0,0
D,664,Lembikisa,4,4,Wolves,2,0.03,2,0.04
M,665,Doak,4.5,4.5,Liverpool,1,0,0,0
F,666,Dale Taylor,4.5,4.5,Nott'm Forest,0,0,0,0
M,667,Sekularac,4.5,4.5,Fulham,0,0,0,0
M,668,Cozier-Duberry,4.5,4.5,Arsenal,0,0,0,0
F,669,Mubama,4.5,4.5,West Ham,0,0,0,0
G,670,Marschall,4,4,Aston Villa,0,0,0,0
F,671,Morgan,4.5,4.5,Southampton,0,0,0,0
M,672,Kadan Young,4.5,4.5,Aston Villa,2,0.09,2,0.09
D,673,Humphreys,4.5,4.5,Chelsea,0,0,0,0
D,674,Bennett,4,4,Man Utd,1,0,0,0
G,675,Smith,4,4,Nott'm Forest,0,0,0,0
M,676,Ozoh,4.5,4.5,Crystal Palace,1,0,0,0
M,677,Hinshelwood,4.5,4.5,Brighton,0,0,0,0
M,678,Price,4.5,4.5,Everton,0,0,0,0
M,679,Buonanotte,4.5,4.5,Brighton,13,0.16,12,0.62
M,680,Gakpo,7.7,7.7,Liverpool,45,3.33,46,2.71
M,681,Scarpa,5,5,Nott'm Forest,18,0.84,20,0.99
F,682,Cunha,5.5,5.5,Wolves,48,1.56,45,2.6
M,683,Kuol,4.5,4.5,Newcastle,0,0,0,0
F,684,D.D.Fofana,5,5,Chelsea,8,0.19,10,0.62
F,685,Butler-Oyedeji,4.5,4.5,Arsenal,0,0,0,0
F,686,Simms,4.5,4.5,Everton,9,0.51,10,0.55
M,687,McAteer,4.5,4.5,Leicester,0,0,0,0
M,688,Schade,5,5,Brentford,40,2.44,42,1.96
D,689,Badiashile,5,5,Chelsea,54,0.71,54,2.44
F,690,João Félix,7.6,7.6,Chelsea,60,1.26,59,3.51
D,691,Wöber,4.5,4.5,Leeds,71,1.13,70,2.46
M,692,Orsic,5.3,5.3,Southampton,36,0.88,35,1.82
M,693,Alcaraz,5,5,Southampton,33,0.68,32,1.34
D,694,Álex Moreno,4.4,4.4,Aston Villa,52,1.71,51,2.16
F,695,Adu-Adjei,4.5,4.5,Bournemouth,0,0,0,0
M,696,Dacosta Gonzalez,4.4,4.4,Bournemouth,1,0,1,0
F,697,Sadi,4.5,4.5,Bournemouth,0,0,0,0
M,698,Lemina,4.5,4.5,Wolves,51,1.09,54,1.99
M,699,Mudryk,6.9,6.9,Chelsea,50,1.02,49,2.79
F,700,Rutter,5.4,5.4,Leeds,31,0.93,36,2.14
F,701,Weghorst,5.9,5.9,Man Utd,25,0.65,22,1.19
M,702,Andrey Santos,4.5,4.5,Chelsea,0,0,0,0
M,703,Danilo,4.5,4.5,Nott'm Forest,31,1.06,32,1.12
M,704,Sarabia,5.5,5.5,Wolves,55,1.7,52,2.97
M,705,Ouattara,5,5,Bournemouth,46,1.87,43,1.65
F,706,Pollock,4.5,4.5,Bournemouth,0,0,0,0
G,707,Sinisalo,4,4,Aston Villa,0,0,0,0
M,708,Madueke,5.5,5.5,Chelsea,43,0.8,42,2.21
D,709,Kristiansen,4.5,4.5,Leicester,55,1.34,54,1.57
D,710,Kiwior,4,4,Arsenal,10,0.32,7,0.2
F,711,Durán,5.5,5.5,Aston Villa,18,0.93,21,1.16
M,712,Perrone,4.5,4.5,Man City,3,0.01,3,0.09
M,713,Danjuma,6.5,6.5,Spurs,17,0.5,20,1.29
F,714,Semenyo,5,5,Bournemouth,28,1.44,30,1.36
M,715,Tetê,5.5,5.5,Leicester,56,1.87,58,2.79
D,716,Bree,4.5,4.5,Southampton,27,0.39,21,0.94
G,717,Bentley,4,4,Wolves,3,0.05,2,0.09
D,718,Viña,4.5,4.5,Bournemouth,12,0.46,15,0.55
M,719,Ayari,4.5,4.5,Brighton,1,0.01,1,0
M,720,McKennie,5,5,Leeds,48,1.12,48,2.13
M,721,João Gomes,4.5,4.5,Wolves,13,0.3,15,0.64
D,722,Zabarnyi,4.5,4.5,Bournemouth,1,0.04,6,0.2
M,723,H.Traorè,4.5,4.5,Bournemouth,62,2.77,62,2.56
M,724,Enzo,5,5,Chelsea,68,0.94,67,2.51
M,725,Ahamada,4.5,4.5,Crystal Palace,6,0.21,6,0.2
M,726,Lukic,4.5,4.5,Fulham,34,0.75,34,1.18
D,727,Souttar,4.5,4.5,Leicester,59,1.34,62,1.67
M,728,Sabitzer,5,5,Man Utd,49,0.9,46,1.87
G,729,Navas,4.5,4.5,Nott'm Forest,74,2.58,74,2.81
D,730,Felipe,4.5,4.5,Nott'm Forest,42,0.77,43,1.15
M,731,Kamaldeen,5,5,Southampton,42,1.04,41,2.27
F,732,Onuachu,5.5,5.5,Southampton,61,1.44,60,3.17
D,733,Pedro Porro,5,5,Spurs,39,0.66,39,1.59
M,734,A.Ayew,5,5,Nott'm Forest,19,0.85,17,0.88
M,735,Marçal-Madivadua,4.5,4.5,Leicester,1,0.03,2,0.04
D,736,Offiah,4,4,Brighton,2,0.01,2,0.03
D,737,Greenwood,4,4,Bournemouth,0,0,0,0
D,738,Kinsey-Wellings,4,4,Bournemouth,0,0,0,0
G,739,Anang,4,4,West Ham,0,0,0,0
G,740,Hegyi,4,4,West Ham,0,0,0,0
M,741,Miley,4.5,4.5,Newcastle,1,0,0,0
D,742,Chilokoa-Mullen,4,4,Leeds,2,0.02,1,0
D,743,Monteiro,4,4,Leeds,2,0.02,1,0.03
D,744,Swinkels,4,4,Aston Villa,1,0,1,0.03
G,745,Zych,4,4,Aston Villa,0,0,0,0
G,10023,Alfie Whiteman,99.9,99.9,Spurs,1,0,0,0
G,10104,Mark Gillespie,99.9,99.9,Newcastle,0,0,0,0
G,10150,Andy Lonergan,99.9,99.9,Everton,1,0,0,0
D,10201,Teden Mengi,99.9,99.9,Man Utd,0,0,0,0
D,10241,Benjamin Mendy,99.9,99.9,Man City,0,0,0,0
M,10249,Matty Longstaff,99.9,99.9,Newcastle,5,0.1,5,0.22
F,10263,Mason Greenwood,99.9,99.9,Man Utd,0,0,0,0
G,10264,Jed Steer,99.9,99.9,Aston Villa,0,0,0,0
G,10351,Gabriel Slonina,99.9,99.9,Chelsea,0,0,0,0
G,10359,Louie Moulden,99.9,99.9,Wolves,2,0.02,2,0.09
