Pos,ID,Name,BV,SV,Team,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts
M,132,Kovacic,4.9,4.9,Chelsea,27,1.15,33,1.34,47,1.94,59,2.36,52,1.82
G,133,Arrizabalaga,4.5,4.5,Chelsea,1,0.04,2,0.08,3,0.13,3,0.13,3,0.11
M,134,Kanté,4.9,4.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,22,0.79
M,135,Ziyech,5.8,5.8,Chelsea,11,0.77,4,0.28,5,0.37,5,0.30,6,0.35
M,136,Loftus-Cheek,5.0,5.0,Chelsea,56,2.49,43,1.89,40,1.82,38,1.70,34,1.34
F,137,Werner,7.9,7.9,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,138,Kenedy,4.0,4.0,Chelsea,9,0.63,6,0.47,6,0.52,8,0.59,7,0.44
D,139,Chilwell,5.9,5.9,Chelsea,48,2.96,43,2.44,44,2.66,47,2.77,52,2.16
M,140,Pulisic,5.8,5.8,Chelsea,25,1.58,27,1.67,30,1.89,31,1.84,31,1.55
D,141,Chalobah,4.8,4.8,Chelsea,41,2.17,19,0.88,13,0.61,15,0.69,15,0.52
M,142,Mount,7.9,7.9,Chelsea,81,5.42,79,5.00,75,5.03,75,4.78,74,3.77
D,143,Sarr,5.0,5.0,Chelsea,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,144,Hudson-Odoi,5.3,5.3,Chelsea,12,0.74,13,0.82,15,0.99,16,1.00,15,0.83
F,145,Havertz,7.9,7.9,Chelsea,69,4.03,69,3.79,65,3.77,64,3.57,62,2.88
D,146,James,6.1,6.0,Chelsea,78,4.82,76,4.40,72,4.58,73,4.42,72,3.07
G,147,Mendy,5.0,5.0,Chelsea,89,4.08,88,3.84,87,3.98,87,3.92,87,3.39
M,148,Gallagher,5.8,5.8,Chelsea,40,2.02,37,1.81,32,1.65,29,1.43,25,1.07
M,149,Gilmour,4.4,4.4,Chelsea,10,0.47,9,0.40,8,0.37,7,0.34,5,0.23
F,150,Broja,5.4,5.4,Everton,0,0.00,8,0.41,29,1.22,28,1.15,22,1.24
D,151,Ampadu,4.4,4.4,Chelsea,7,0.25,2,0.06,2,0.07,2,0.07,2,0.06
G,152,Guaita,4.5,4.5,Crystal Palace,89,3.17,87,3.76,87,3.31,85,3.29,85,3.37
D,153,Tomkins,4.0,4.0,Crystal Palace,2,0.06,4,0.16,8,0.23,10,0.33,14,0.46
M,154,McArthur,4.9,4.9,Crystal Palace,7,0.26,19,0.79,26,0.91,39,1.42,42,1.45
F,155,Benteke,5.5,5.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,156,Ward,4.5,4.5,Crystal Palace,15,0.27,17,0.63,20,0.56,19,0.56,20,0.59
D,157,Clyne,4.5,4.5,Crystal Palace,80,1.27,76,3.01,72,2.03,73,2.16,72,2.24
M,158,Milivojevic,4.5,4.5,Crystal Palace,15,0.54,17,0.75,17,0.67,15,0.61,16,0.62
M,159,Ayew,5.5,5.5,Crystal Palace,48,1.75,49,2.52,48,2.02,49,2.20,50,2.13
M,160,Zaha,7.1,7.1,Crystal Palace,83,3.03,78,4.67,77,3.49,77,3.93,77,3.60
M,161,Schlupp,5.0,5.0,Crystal Palace,69,2.00,65,2.61,61,2.08,57,2.04,57,2.04
G,162,Butland,4.5,4.5,Crystal Palace,0,0.00,0,0.01,0,0.02,0,0.01,0,0.00
M,163,Hughes,4.9,4.9,Crystal Palace,22,0.83,21,0.96,21,0.87,19,0.81,19,0.79
M,164,Riedewald,4.5,4.5,Crystal Palace,4,0.16,6,0.25,5,0.22,5,0.22,6,0.25
D,165,Andersen,4.5,4.5,Crystal Palace,87,1.32,85,3.40,82,2.28,79,2.34,78,2.42
F,166,Edouard,5.5,5.5,Crystal Palace,55,2.22,53,3.08,52,2.42,50,2.59,51,2.42
D,167,Guéhi,4.4,4.4,Crystal Palace,86,1.31,83,3.27,83,2.30,80,2.33,77,2.38
F,168,Mateta,5.4,5.4,Crystal Palace,30,1.39,34,2.14,35,1.77,35,1.95,32,1.67
M,169,Eze,5.5,5.5,Crystal Palace,72,2.42,67,3.38,66,2.65,65,2.90,64,2.63
D,170,Mitchell,4.5,4.5,Crystal Palace,81,1.28,75,2.95,71,2.01,74,2.17,73,2.29
M,171,Olise,5.5,5.5,Crystal Palace,45,1.75,44,2.43,46,2.07,45,2.16,44,2.01
M,172,Rak-Sakyi,4.5,4.5,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,173,Ebiowei,4.5,4.5,Crystal Palace,13,0.57,14,0.75,14,0.67,14,0.73,16,0.76
D,174,Ferguson,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,175,Johnstone,4.5,4.5,Crystal Palace,1,0.04,2,0.10,3,0.10,5,0.18,4,0.17
G,176,Begović,4.0,4.0,Everton,2,0.06,2,0.07,2,0.09,4,0.13,3,0.13
F,177,Rondón,5.0,5.0,Everton,59,2.70,57,2.77,42,1.86,37,1.62,30,1.74
D,178,Coleman,4.5,4.5,Everton,46,1.52,64,2.13,62,1.38,65,1.40,61,2.30
M,179,Townsend,5.5,5.5,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,180,Keane,4.4,4.4,Everton,12,0.39,15,0.51,16,0.40,18,0.43,21,0.81
M,181,Dele,5.3,5.3,Everton,2,0.14,4,0.26,4,0.25,3,0.19,3,0.19
G,182,Pickford,4.5,4.5,Everton,89,3.40,88,3.36,87,3.14,86,3.09,87,3.54
M,183,Allan,4.9,4.9,Everton,28,0.97,38,1.27,35,1.08,31,0.97,27,0.98
M,184,André Gomes,4.5,4.5,Everton,1,0.10,4,0.25,5,0.27,5,0.31,5,0.30
M,185,A.Doucouré,5.4,5.4,Everton,0,0.00,0,0.00,0,0.00,26,0.84,48,1.83
M,186,Iwobi,5.5,5.5,Everton,77,2.74,76,2.86,73,2.38,69,2.20,64,2.53
M,187,Gbamin,4.5,4.5,Everton,3,0.13,5,0.19,5,0.19,4,0.14,4,0.14
D,188,Mina,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,189,Gray,5.5,5.5,Everton,65,3.16,70,3.73,68,2.90,63,2.60,62,3.44
M,190,Davies,5.0,5.0,Everton,47,1.64,56,1.97,60,1.87,52,1.64,46,1.75
F,191,Calvert-Lewin,7.9,7.9,Everton,0,0.00,0,0.00,0,0.00,6,0.28,27,1.49
D,192,Holgate,4.5,4.5,Everton,67,1.82,65,1.78,64,1.17,64,1.15,63,2.01
D,193,Godfrey,4.4,4.4,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,194,Mykolenko,4.5,4.5,Everton,80,2.56,75,2.45,75,1.65,71,1.53,70,2.68
M,195,Gordon,5.5,5.5,Everton,75,3.27,32,1.54,32,1.29,34,1.29,32,1.61
D,196,Branthwaite,4.0,4.0,Everton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,197,Patterson,4.0,4.0,Everton,50,1.55,36,1.18,40,0.88,36,0.79,38,1.43
D,198,Nkounkou,4.0,4.0,Everton,1,0.03,2,0.05,2,0.05,3,0.07,3,0.09
D,199,Tarkowski,4.5,4.5,Everton,85,2.41,83,2.37,80,1.51,78,1.43,78,2.63
M,200,Cairney,4.9,4.9,Fulham,47,1.82,42,1.94,41,1.60,43,1.75,42,1.97
D,201,Ream,4.5,4.5,Fulham,69,1.15,67,2.05,60,1.00,62,1.30,60,2.02
M,202,Knockaert,4.9,4.9,Fulham,3,0.20,4,0.26,5,0.26,5,0.28,6,0.35
M,203,Chalobah,4.5,4.5,Fulham,14,0.57,15,0.63,15,0.59,14,0.58,15,0.66
M,204,Kebano,5.5,5.5,Fulham,33,1.40,55,2.62,62,2.32,60,2.40,58,2.83
M,205,De Cordova-Reid,5.5,5.5,Fulham,76,2.53,68,2.83,66,2.22,65,2.34,64,2.77
D,206,Bryan,4.4,4.4,Fulham,19,0.47,22,0.85,23,0.54,21,0.63,26,1.05
G,207,Gazzaniga,4.0,4.0,Fulham,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00
D,208,Kongolo,4.0,4.0,Fulham,1,0.02,2,0.08,3,0.10,4,0.11,3,0.13
D,209,Tosin,4.5,4.5,Fulham,78,1.30,73,2.34,70,1.15,72,1.55,67,2.37
F,210,Mitrović,6.6,6.6,Fulham,84,3.48,83,4.52,81,3.23,78,3.43,78,4.35
M,211,Reed,4.5,4.5,Fulham,74,1.98,70,2.17,68,1.84,67,1.90,66,2.13
M,212,Wilson,5.8,5.8,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,213,Rodák,4.5,4.5,Fulham,2,0.06,2,0.09,4,0.13,4,0.14,5,0.22
M,214,Cavaleiro,4.9,4.9,Fulham,3,0.17,4,0.24,5,0.25,6,0.29,6,0.36
D,215,Tete,4.5,4.5,Fulham,48,0.92,36,1.30,22,0.48,22,0.59,24,0.94
M,216,Onomah,4.4,4.4,Fulham,8,0.38,7,0.39,7,0.35,8,0.40,9,0.47
D,217,Robinson,4.5,4.5,Fulham,71,1.22,67,2.22,65,1.11,66,1.49,63,2.27
F,218,Muniz,5.4,5.4,Fulham,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,219,Stansfield,4.5,4.5,Fulham,30,1.14,28,1.18,27,1.02,30,1.16,31,1.32
M,220,Palhinha,5.0,5.0,Fulham,79,2.08,78,2.40,77,2.00,77,2.10,74,2.37
D,221,Cooper,4.5,4.5,Leeds,11,0.33,47,1.77,61,1.65,67,2.96,63,1.10
D,222,Ayling,4.5,4.5,Leeds,3,0.10,10,0.43,17,0.54,36,1.77,47,0.95
M,223,Klich,4.9,4.9,Leeds,28,1.34,25,1.35,25,1.20,26,1.43,24,1.09
M,224,Forshaw,4.5,4.5,Leeds,13,0.48,12,0.50,12,0.46,11,0.47,11,0.39
M,225,Rodrigo,6.3,6.3,Leeds,76,4.25,67,4.37,58,3.21,50,3.53,49,2.35
D,226,Dallas,5.0,5.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,227,Bamford,7.4,7.4,Leeds,8,0.55,42,2.80,57,3.31,66,4.71,63,3.15
D,228,Llorente,4.5,4.5,Leeds,83,2.29,75,2.91,70,1.94,67,3.04,60,1.09
M,229,Roberts,5.0,5.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,230,Koch,4.5,4.5,Leeds,75,2.16,47,1.86,39,1.15,28,1.32,32,0.65
M,231,James,6.0,6.0,Leeds,45,2.02,36,1.93,33,1.60,34,1.95,35,1.54
M,232,Raphinha,7.0,7.0,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,233,Harrison,6.0,6.0,Leeds,71,3.06,66,3.43,62,2.83,62,3.46,61,2.45
M,234,Shackleton,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,235,Struijk,4.5,4.5,Leeds,80,2.25,71,2.78,63,1.76,41,1.91,39,0.76
G,236,Klaesson,4.0,4.0,Leeds,1,0.02,2,0.08,3,0.12,4,0.17,4,0.14
F,237,Greenwood,4.5,4.5,Leeds,8,0.41,8,0.44,6,0.32,5,0.31,8,0.35
G,238,Meslier,4.5,4.5,Leeds,89,3.37,88,3.64,87,3.24,86,3.82,86,3.05
D,239,Firpo,4.5,4.5,Leeds,1,0.04,12,0.54,20,0.70,46,2.36,51,1.16
M,240,Summerville,4.5,4.5,Leeds,1,0.10,1,0.10,2,0.11,2,0.15,2,0.13
M,241,Bate,4.5,4.5,Leeds,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,242,Gelhardt,5.4,5.4,Leeds,23,1.21,16,1.05,12,0.73,12,0.84,13,0.69
D,243,Hjelde,4.0,4.0,Leeds,16,0.53,15,0.61,11,0.37,6,0.25,6,0.14
D,244,Kristensen,4.9,4.9,Leeds,85,2.40,81,3.26,76,2.20,76,3.59,72,1.36
M,245,Roca,5.0,5.0,Leeds,74,2.29,71,2.48,70,2.23,69,2.59,70,2.04
M,246,Aaronson,5.5,5.5,Leeds,77,3.01,70,3.29,66,2.72,67,3.32,65,2.31
M,247,Gyabi,4.4,4.4,Leeds,1,0.04,1,0.04,1,0.03,1,0.04,1,0.03
G,248,Schmeichel,5.0,5.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,249,Evans,4.5,4.5,Leicester,81,1.49,76,1.95,75,2.09,72,2.60,71,1.32
D,250,Bertrand,4.0,4.0,Leicester,0,0.00,0,0.00,0,0.00,0,0.01,3,0.06
M,251,Albrighton,4.9,4.9,Leicester,11,0.43,11,0.49,14,0.58,15,0.71,14,0.56
M,252,Mendy,4.4,4.4,Leicester,12,0.41,14,0.52,15,0.54,16,0.59,17,0.58
D,253,Vestergaard,4.0,4.0,Leicester,5,0.13,8,0.27,9,0.30,8,0.32,12,0.28
G,254,Ward,4.0,4.0,Leicester,82,2.92,80,2.98,78,2.96,75,3.11,76,2.68
F,255,Vardy,9.4,9.4,Leicester,74,3.09,73,4.03,68,3.48,68,4.09,66,2.90
D,256,Ricardo,4.4,4.4,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,257,Amartey,4.5,4.5,Leicester,72,1.37,68,1.76,65,1.83,64,2.30,60,1.14
D,258,Castagne,4.5,4.5,Leicester,84,1.60,84,2.24,81,2.34,78,2.94,77,1.48
M,259,Tielemans,6.4,6.4,Leicester,48,1.59,51,2.00,51,1.91,51,2.21,56,1.84
M,260,Pérez,4.9,4.9,Leicester,34,1.43,34,1.65,35,1.62,36,1.87,35,1.48
M,261,Maddison,8.0,8.0,Leicester,79,3.09,75,3.82,73,3.48,71,4.05,71,2.90
F,262,Iheanacho,6.3,6.3,Leicester,21,1.01,19,1.13,22,1.23,22,1.37,23,1.13
M,263,Choudhury,4.5,4.5,Leicester,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,264,Barnes,6.9,6.9,Leicester,58,2.40,60,3.09,62,2.96,63,3.58,59,2.50
M,265,Ndidi,5.0,5.0,Leicester,83,2.02,79,2.17,77,2.08,76,2.28,75,1.87
M,266,Dewsbury-Hall,5.0,5.0,Leicester,73,2.15,70,2.41,69,2.30,68,2.53,67,2.01
D,267,Söyüncü,4.4,4.4,Leicester,28,0.56,33,0.88,36,1.03,40,1.44,39,0.73
D,268,Justin,4.5,4.5,Leicester,81,1.57,78,2.11,75,2.20,75,2.83,74,1.43
M,269,Soumaré,4.5,4.5,Leicester,1,0.05,3,0.13,4,0.17,4,0.16,5,0.18
D,270,Thomas,4.4,4.4,Leicester,14,0.31,18,0.52,19,0.58,21,0.78,22,0.46
F,271,Daka,5.9,5.9,Leicester,30,1.38,29,1.61,31,1.58,31,1.83,32,1.47
D,272,Fofana,4.5,4.5,Chelsea,0,0.00,19,0.84,37,1.72,38,1.71,39,1.23
D,273,Brunt,4.0,4.0,Leicester,4,0.12,6,0.20,7,0.24,8,0.33,11,0.25
M,274,Milner,4.5,4.5,Liverpool,28,1.89,25,1.46,22,1.29,22,1.41,20,0.98
M,275,Henderson,5.5,5.5,Liverpool,68,3.40,71,3.02,70,2.87,69,3.15,68,2.33
D,276,Matip,5.9,5.9,Liverpool,1,0.04,6,0.30,27,1.38,46,2.46,63,2.08
M,277,Thiago,5.3,5.3,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,23,0.87
M,278,Chamberlain,4.9,4.9,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,279,Firmino,8.0,8.0,Liverpool,78,4.92,65,3.56,23,1.46,21,1.46,18,0.97
D,280,Van Dijk,6.5,6.5,Liverpool,85,5.35,82,4.01,82,4.03,80,4.21,78,2.58
G,281,Alisson,5.5,5.5,Liverpool,88,4.80,88,4.11,87,4.19,86,4.25,85,3.44
M,282,Fabinho,5.5,5.5,Liverpool,76,3.08,75,2.61,75,2.61,73,2.69,72,2.13
M,283,Salah,13.0,13.0,Liverpool,84,9.85,82,7.48,78,6.67,75,7.45,75,4.76
D,284,Robertson,6.9,6.9,Liverpool,76,5.40,74,4.05,75,4.21,72,4.43,72,2.67
D,285,Alexander-Arnold,7.5,7.5,Liverpool,85,6.93,81,5.07,82,5.20,80,5.63,78,3.28
D,286,Gomez,4.5,4.5,Liverpool,56,3.10,45,1.98,29,1.35,18,0.86,15,0.46
M,287,Keita,4.9,4.9,Liverpool,34,1.95,49,2.36,55,2.52,53,2.67,41,1.64
F,288,Diogo Jota,8.9,8.9,Liverpool,1,0.13,14,0.95,19,1.25,34,2.39,48,2.33
G,289,Kelleher,4.0,4.0,Liverpool,1,0.06,1,0.06,2,0.10,3,0.14,4,0.17
D,290,Konaté,4.9,4.9,Liverpool,27,1.55,40,1.79,38,1.76,39,1.94,31,1.01
M,291,Jones,4.9,4.9,Liverpool,19,1.10,19,0.98,22,1.08,33,1.68,29,1.20
D,292,Tsimikas,4.5,4.5,Liverpool,13,0.83,14,0.74,11,0.58,14,0.78,13,0.48
M,293,Luis Díaz,8.0,8.0,Liverpool,83,6.89,78,5.09,69,4.41,67,4.83,62,3.06
M,294,Elliott,5.0,5.0,Liverpool,44,2.73,40,2.30,33,1.71,29,1.67,24,1.12
D,295,N.Williams,4.1,4.0,Nott'm Forest,81,1.98,79,1.18,77,3.90,75,2.22,74,3.22
M,296,Carvalho,5.4,5.4,Liverpool,20,1.49,20,1.30,14,0.89,12,0.84,12,0.59
F,297,Darwin,9.0,9.0,Liverpool,0,0.00,0,0.00,63,3.94,60,4.27,58,2.94
D,298,Ramsay,4.0,4.0,Liverpool,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,299,Walker,5.1,5.1,Man City,78,4.00,75,4.52,72,3.41,70,3.08,67,3.25
M,300,Gündogan,7.6,7.6,Man City,61,3.70,59,4.05,57,3.08,55,3.03,54,3.14
M,301,De Bruyne,12.2,12.2,Man City,78,5.66,76,6.17,74,4.65,72,4.49,69,4.64
D,302,Stones,5.4,5.4,Man City,42,2.27,36,2.24,38,1.89,36,1.67,28,1.46
M,303,Mahrez,7.8,7.8,Man City,56,4.38,49,4.28,50,3.41,49,3.30,46,3.31
M,304,Sterling,9.9,9.9,Chelsea,79,5.55,74,4.88,73,5.07,71,4.72,72,3.83
M,305,Grealish,6.9,6.9,Man City,29,1.92,51,3.67,53,2.98,53,2.94,53,3.12
D,306,Cancelo,7.1,7.0,Man City,85,5.02,83,5.87,82,4.38,78,3.86,77,4.27
G,307,Ederson,5.5,5.5,Man City,88,4.34,88,4.80,87,4.10,86,3.89,85,4.06
D,308,Aké,5.0,5.0,Man City,38,2.21,64,4.38,65,3.50,56,2.83,48,2.64
D,309,Laporte,5.9,5.9,Man City,0,0.00,0,0.00,1,0.03,24,1.18,50,2.69
G,310,Steffen,4.0,4.0,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,311,Bernardo,6.8,6.8,Man City,46,2.55,35,2.16,37,1.84,43,2.04,46,2.30
D,312,Dias,6.0,6.0,Man City,80,4.44,78,5.13,77,3.95,74,3.52,72,3.76
D,313,Zinchenko,5.2,5.2,Arsenal,76,4.11,73,3.85,72,2.40,68,3.79,67,2.99
M,314,Foden,8.0,8.0,Man City,71,4.70,69,5.09,66,3.89,64,3.67,63,3.83
M,315,Rodri,6.0,6.0,Man City,82,3.25,79,3.44,78,2.81,75,2.64,76,2.78
M,316,Palmer,4.5,4.5,Man City,7,0.36,7,0.46,9,0.47,10,0.57,12,0.61
M,317,McAtee,4.5,4.5,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,318,Haaland,11.7,11.6,Man City,73,6.51,66,6.57,68,5.09,65,4.84,64,4.99
F,319,Álvarez,6.3,6.3,Man City,25,1.59,23,1.71,25,1.51,27,1.60,28,1.73
D,320,Mbete,3.9,3.9,Man City,4,0.22,2,0.13,4,0.19,3,0.15,3,0.13
M,321,Lavia,4.5,4.5,Southampton,74,2.08,71,1.91,70,1.99,68,2.10,65,1.82
D,322,Wilson-Esbrand,4.0,4.0,Man City,2,0.13,3,0.18,3,0.17,4,0.20,4,0.17
F,323,Delap,4.4,4.4,Man City,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,324,Ortega,4.0,4.0,Man City,0,0.02,0,0.02,1,0.05,1,0.04,1,0.06
M,325,Phillips,4.9,4.9,Man City,32,1.26,26,1.13,25,0.97,27,1.02,27,1.09
F,326,Ronaldo,10.4,10.4,Man Utd,28,2.12,27,1.94,31,1.98,38,2.49,36,3.10
G,327,De Gea,4.9,4.9,Man Utd,89,3.67,87,3.46,87,3.41,86,3.58,85,3.67
D,328,Jones,4.0,4.0,Man Utd,0,0.00,0,0.01,0,0.01,0,0.01,0,0.01
D,329,Varane,4.8,4.8,Man Utd,78,2.96,73,2.48,69,2.22,64,2.33,65,2.77
D,330,Maguire,4.8,4.8,Man Utd,28,1.07,35,1.22,41,1.33,46,1.67,45,1.93
M,331,Fred,5.3,5.3,Man Utd,19,0.88,14,0.63,15,0.66,16,0.73,19,0.94
D,332,Shaw,4.9,4.9,Man Utd,26,1.16,27,1.10,26,1.00,30,1.28,30,1.49
M,333,Fernandes,9.8,9.8,Man Utd,85,5.05,84,4.65,82,4.11,81,4.16,81,5.45
D,334,Telles,5.0,5.0,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,335,Rashford,6.3,6.3,Man Utd,73,4.29,67,3.72,52,2.78,52,2.81,52,3.62
M,336,Van de Beek,5.3,5.3,Man Utd,10,0.51,11,0.54,11,0.53,12,0.59,12,0.66
D,337,Lindelöf,4.4,4.4,Man Utd,0,0.01,1,0.03,3,0.10,7,0.24,9,0.33
M,338,McTominay,4.9,4.9,Man Utd,38,1.43,20,0.78,22,0.83,23,0.87,26,1.09
D,339,Bailly,4.0,4.0,Man Utd,0,0.01,1,0.02,2,0.04,1,0.02,1,0.04
M,340,Sancho,7.3,7.3,Man Utd,73,4.24,70,3.81,64,3.35,63,3.37,64,4.31
D,341,Wan-Bissaka,4.4,4.4,Man Utd,10,0.36,15,0.48,17,0.55,24,0.85,21,0.85
D,342,Dalot,4.4,4.4,Man Utd,79,3.14,75,2.66,71,2.43,65,2.50,67,3.08
D,343,B.Williams,4.0,4.0,Man Utd,1,0.05,2,0.07,4,0.14,4,0.16,5,0.22
M,344,Elanga,4.9,4.9,Man Utd,27,1.69,23,1.41,13,0.74,14,0.83,14,0.98
F,345,Martial,6.9,6.9,Man Utd,62,3.64,57,3.20,51,2.74,40,2.31,43,3.04
M,346,Andreas,4.5,4.5,Fulham,78,2.52,75,2.97,72,2.28,73,2.50,73,2.99
M,347,Pellistri,4.4,4.4,Man Utd,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,348,Heaton,4.0,4.0,Man Utd,1,0.04,2,0.10,2,0.09,3,0.13,4,0.19
M,349,Shelvey,4.9,4.9,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,350,Ritchie,4.4,4.4,Newcastle,11,0.42,4,0.08,4,0.17,5,0.19,6,0.35
D,351,Fernández,4.4,4.4,Newcastle,2,0.08,1,0.05,2,0.08,3,0.10,3,0.14
D,352,Clark,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,353,Darlow,4.0,4.0,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.02
F,354,Wood,5.9,5.9,Newcastle,48,2.46,20,0.96,19,1.24,22,1.27,24,1.67
G,355,Dubravka,4.4,4.4,Newcastle,1,0.04,2,0.09,3,0.14,3,0.13,3,0.15
F,356,Wilson,7.4,7.4,Newcastle,36,1.98,68,2.77,68,3.98,64,3.43,63,4.30
D,357,Trippier,5.1,5.1,Newcastle,82,3.35,78,1.72,77,3.92,76,2.87,75,4.49
D,358,Burn,4.5,4.5,Newcastle,58,2.20,60,1.20,60,2.90,57,1.99,58,3.32
M,359,Fraser,5.3,5.3,Newcastle,23,1.14,38,1.51,41,2.11,42,1.98,42,2.45
D,360,Lascelles,4.4,4.4,Newcastle,4,0.16,2,0.07,4,0.19,4,0.14,5,0.24
F,361,Gayle,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,362,Dummett,4.0,4.0,Newcastle,7,0.25,1,0.03,1,0.05,2,0.06,3,0.12
D,363,Manquillo,4.4,4.4,Newcastle,4,0.14,6,0.16,6,0.24,7,0.24,7,0.34
D,364,Krafth,4.4,4.4,Newcastle,5,0.19,6,0.16,8,0.32,8,0.29,9,0.43
M,365,Murphy,4.5,4.5,Newcastle,18,0.86,18,0.73,17,0.89,20,0.91,21,1.15
D,366,Schär,4.7,4.7,Newcastle,80,3.02,74,1.50,70,3.37,69,2.44,69,3.95
D,367,Targett,4.9,4.9,Newcastle,34,1.30,78,1.51,77,3.56,77,2.60,74,4.05
M,368,Saint-Maximin,6.4,6.4,Newcastle,79,3.60,75,2.73,73,3.81,71,3.32,72,4.27
M,369,Almirón,5.0,5.0,Newcastle,69,2.92,63,2.21,61,2.89,60,2.54,58,3.14
M,370,S.Longstaff,4.5,4.5,Newcastle,24,0.91,23,0.80,26,1.05,25,0.93,26,1.13
M,371,Joelinton,6.0,6.0,Newcastle,74,2.64,71,2.11,71,2.84,70,2.51,69,3.17
D,372,Lewis,4.4,4.4,Newcastle,4,0.15,3,0.08,4,0.15,5,0.18,5,0.21
M,373,Willock,5.0,5.0,Newcastle,69,2.72,62,2.06,62,2.77,63,2.50,58,2.92
M,374,Bruno Guimarães,5.9,5.9,Newcastle,82,2.79,79,2.26,76,2.93,76,2.60,76,3.29
M,375,Hendrick,4.5,4.5,Newcastle,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,376,Pope,5.0,5.0,Newcastle,89,3.72,88,3.13,87,3.95,87,3.49,86,4.26
D,377,Botman,4.5,4.5,Newcastle,75,2.63,55,1.04,56,2.45,58,1.90,60,3.12
M,378,Arter,4.4,4.4,Nott'm Forest,0,0.01,0,0.01,0,0.01,0,0.01,1,0.03
D,379,Cook,4.5,4.5,Nott'm Forest,61,1.28,50,0.77,52,2.18,53,1.31,52,1.83
F,380,Taylor,4.5,4.5,Nott'm Forest,1,0.05,2,0.07,2,0.13,3,0.13,3,0.15
M,381,Colback,4.5,4.5,Nott'm Forest,12,0.36,12,0.33,17,0.58,22,0.68,23,0.80
G,382,Samba,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,383,Cafú,4.4,4.4,Nott'm Forest,3,0.10,3,0.12,4,0.17,5,0.20,5,0.20
M,384,Lolley,4.9,4.9,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,385,McKenna,4.5,4.5,Nott'm Forest,80,1.62,76,1.14,75,3.15,73,1.79,75,2.65
D,386,Dräger,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,387,Yates,5.0,5.0,Nott'm Forest,26,0.85,19,0.53,19,0.72,20,0.69,21,0.79
D,388,Worrall,4.5,4.5,Nott'm Forest,85,1.66,82,1.16,78,3.22,77,1.81,76,2.60
D,389,Panzo,4.0,4.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,390,Xande Silva,5.0,5.0,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,391,Surridge,5.0,5.0,Nott'm Forest,8,0.49,10,0.49,12,0.75,12,0.70,11,0.71
D,392,Laryea,4.5,4.5,Nott'm Forest,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
