Pos,ID,Name,BV,SV,Team,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,684,Hayden,4.0,4.0,Aston Villa,1,0.06,1,0.09,1,0.03
D,685,Toti,4.4,4.4,Wolves,5,0.26,5,0.23,2,0.07
D,686,Sanderson,4.0,4.0,Wolves,0,0.00,0,0.00,0,0.00
M,687,Giles,4.5,4.5,Wolves,0,0.00,0,0.00,0,0.00
G,688,McGill,4.0,4.0,Brighton,0,0.00,0,0.01,0,0.02
M,689,Chiquinho,5.5,5.5,Wolves,1,0.12,3,0.17,2,0.07
D,690,Kenedy,4.5,4.5,Chelsea,17,2.14,11,0.69,8,0.61
G,691,Olsen,4.0,4.0,Aston Villa,0,0.04,2,0.14,2,0.06
M,692,Hutchinson,4.5,4.5,Arsenal,0,0.01,0,0.01,0,0.02
M,693,Oulad M'hand,4.5,4.5,Arsenal,0,0.01,1,0.03,0,0.02
F,694,Biereth,4.5,4.5,Arsenal,0,0.00,0,0.02,1,0.04
D,695,Alebiosu,4.0,4.0,Arsenal,0,0.00,0,0.00,0,0.00
M,696,Luis Díaz,8.0,8.0,Liverpool,57,7.04,38,2.56,39,2.88
M,697,Bruno Guimarães,5.0,5.0,Newcastle,81,2.15,78,2.48,78,2.67
M,698,Kalu,4.9,4.9,Watford,1,0.12,1,0.07,1,0.10
M,699,Eriksen,5.6,5.6,Brentford,82,3.86,79,3.05,78,3.71
F,700,Weghorst,6.3,6.3,Burnley,73,3.37,69,5.43,65,3.23
M,701,Kulusevski,6.3,6.3,Spurs,69,5.89,71,4.16,68,4.09
M,702,Bentancur,4.9,4.9,Spurs,80,4.56,80,2.83,71,2.65
M,703,Chrisene,4.5,4.5,Aston Villa,0,0.01,1,0.05,1,0.03
F,704,Delap,4.5,4.5,Man City,0,0.04,1,0.05,1,0.05
D,705,Awe,4.0,4.0,Arsenal,1,0.07,1,0.03,1,0.06
M,706,Mejbri,4.5,4.5,Man Utd,1,0.05,0,0.00,1,0.08
M,707,De Bolle,4.4,4.4,Newcastle,0,0.00,0,0.00,0,0.00
G,708,Waller,4.0,4.0,Burnley,0,0.00,0,0.00,0,0.00
D,709,Adaramola,4.0,4.0,Crystal Palace,0,0.00,0,0.00,0,0.00
M,710,Chesters,4.5,4.5,West Ham,0,0.02,1,0.03,1,0.03
D,711,Swanson,4.0,4.0,Arsenal,0,0.04,0,0.01,1,0.03
D,712,Offiah,4.0,4.0,Brighton,2,0.07,2,0.08,3,0.14
M,713,O'Reilly,4.5,4.5,Aston Villa,0,0.02,1,0.07,0,0.02
M,714,Devine,4.5,4.5,Spurs,1,0.13,2,0.11,4,0.20
F,715,Kamara,4.5,4.5,Norwich,0,0.04,1,0.03,0,0.01
M,716,Springett,4.5,4.5,Norwich,3,0.24,3,0.13,3,0.12
M,717,Bowden,4.5,4.5,Spurs,0,0.00,0,0.00,1,0.04
M,718,Price,4.5,4.5,Everton,0,0.00,0,0.00,0,0.00
D,719,Ogungbo,4.0,4.0,Arsenal,0,0.05,1,0.06,1,0.05
M,720,Flores,4.5,4.5,Arsenal,0,0.01,0,0.00,0,0.02
M,721,Azeez,4.5,4.5,Arsenal,0,0.00,0,0.01,1,0.04
D,722,Jeanvier,4.0,4.0,Brentford,7,0.26,5,0.18,5,0.19
M,723,Garnacho,4.5,4.5,Man Utd,5,0.24,0,0.00,5,0.25
D,724,Lavinier,4.0,4.0,Spurs,8,0.49,6,0.30,5,0.26
F,725,Forde,4.5,4.5,Watford,0,0.05,1,0.05,1,0.04
M,726,Costelloe,4.5,4.5,Burnley,3,0.13,1,0.12,2,0.11
M,727,Shoretire,4.5,4.5,Man Utd,0,0.02,0,0.00,1,0.07
D,728,Álvaro Fernández,4.0,4.0,Man Utd,3,0.12,0,0.00,3,0.11
M,729,Craig,4.5,4.5,Spurs,0,0.00,0,0.01,1,0.04
D,730,Kirk,4.0,4.0,Arsenal,5,0.46,6,0.27,7,0.36
M,10017,Charly Musonda Jr.,99.9,99.9,Chelsea,2,0.23,0,0.01,0,0.00
M,10037,Tudor Baluta,99.9,99.9,Brighton,0,0.01,1,0.04,1,0.03
G,10061,Loris Karius,99.9,99.9,Liverpool,0,0.00,0,0.00,0,0.00
G,10072,Lee Grant,99.9,99.9,Man Utd,0,0.00,0,0.00,0,0.00
G,10091,Matija Sarkic,99.9,99.9,Wolves,0,0.00,0,0.00,0,0.00
G,10096,David Martin,99.9,99.9,West Ham,0,0.00,0,0.00,0,0.00
