Pos,ID,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts
D,1,Cédric,4.5,4.5,Arsenal,19,0.72,16,0.67,10,0.38,10,0.41,11,0.45,9,0.27
G,2,Leno,4.5,4.5,Arsenal,1,0.02,0,0.01,1,0.03,0,0.02,1,0.05,1,0.03
M,3,Xhaka,5.0,5.0,Arsenal,77,2.56,71,2.55,72,2.56,69,2.69,66,2.40,61,1.93
M,4,Elneny,4.5,4.5,Arsenal,18,0.65,20,0.73,18,0.67,18,0.73,16,0.61,19,0.63
D,5,Holding,4.5,4.5,Arsenal,9,0.32,9,0.34,6,0.25,5,0.21,6,0.22,8,0.25
M,6,Partey,5.0,5.0,Arsenal,71,2.41,70,2.52,67,2.42,67,2.64,66,2.42,64,2.02
M,7,Ødegaard,6.5,6.5,Arsenal,78,3.54,75,3.77,75,3.67,73,4.10,71,3.67,69,2.85
D,8,Tierney,5.0,5.0,Arsenal,11,0.44,21,0.96,36,1.72,49,2.59,60,2.79,62,2.05
M,9,Pépé,5.5,5.5,Arsenal,15,0.96,14,1.02,14,0.99,14,1.14,12,0.93,14,0.85
D,10,White,4.5,4.5,Arsenal,82,2.88,76,3.04,70,2.92,71,3.27,69,2.83,65,1.93
F,11,Nketiah,7.0,7.0,Arsenal,32,1.77,34,2.06,35,2.07,35,2.34,33,2.08,36,1.83
M,12,Smith Rowe,6.0,6.0,Arsenal,18,1.04,24,1.51,26,1.62,24,1.71,25,1.67,28,1.48
M,13,Saka,8.0,8.0,Arsenal,79,4.24,76,4.56,74,4.42,74,5.04,73,4.51,72,3.49
D,14,Tomiyasu,4.5,4.5,Arsenal,28,1.14,47,2.14,62,2.86,66,3.40,65,3.02,66,2.20
G,15,Ramsdale,5.0,5.0,Arsenal,89,3.57,87,3.70,86,3.75,86,3.93,86,3.69,84,3.20
D,16,Gabriel,5.0,5.0,Arsenal,82,3.34,78,3.67,77,3.71,75,4.09,73,3.57,72,2.47
D,17,Tavares,4.5,4.5,Arsenal,5,0.23,4,0.18,3,0.12,2,0.11,3,0.13,4,0.14
M,18,Sambi,4.5,4.5,Arsenal,12,0.52,13,0.59,10,0.44,9,0.41,7,0.34,8,0.34
M,19,Martinelli,6.0,6.0,Arsenal,69,3.77,67,4.11,66,3.99,64,4.48,64,4.10,63,3.19
D,20,Pablo Marí,4.5,4.5,Arsenal,0,0.02,1,0.03,1,0.03,1,0.04,1,0.04,1,0.04
M,21,Maitland-Niles,5.0,5.0,Arsenal,2,0.16,2,0.15,1,0.07,2,0.17,2,0.13,2,0.18
M,22,Torreira,4.5,4.5,Arsenal,0,0.02,1,0.04,1,0.03,1,0.03,0,0.02,0,0.02
M,23,Nelson,5.0,5.0,Arsenal,1,0.08,0,0.04,1,0.08,1,0.10,1,0.11,2,0.13
G,24,Turner,4.0,4.0,Arsenal,1,0.02,2,0.07,2,0.10,3,0.14,3,0.11,4,0.17
M,25,Fábio Vieira,6.0,6.0,Arsenal,4,0.25,7,0.44,12,0.67,17,1.06,26,1.49,27,1.27
D,26,Saliba,4.5,4.5,Arsenal,63,2.33,54,2.31,49,2.15,44,2.19,46,2.04,50,1.57
M,27,Marquinhos,5.0,5.0,Arsenal,0,0.01,0,0.01,0,0.02,0,0.01,0,0.02,0,0.01
F,28,Jesus,8.0,8.0,Arsenal,81,4.24,79,4.55,77,4.32,77,4.91,75,4.43,74,3.51
M,29,Coutinho,7.0,7.0,Aston Villa,70,3.74,70,3.95,66,3.23,66,3.58,65,2.79,66,2.70
F,30,Ings,7.0,7.0,Aston Villa,48,2.91,45,2.91,47,2.56,47,2.86,46,2.24,46,2.13
G,31,Martínez,5.0,5.0,Aston Villa,89,3.60,88,3.67,87,3.31,86,3.42,86,3.02,86,2.99
D,32,Chambers,4.5,4.5,Aston Villa,7,0.25,12,0.48,14,0.46,15,0.55,19,0.50,19,0.43
D,33,Digne,5.0,5.0,Aston Villa,82,3.55,79,3.70,76,2.73,76,3.14,76,2.09,75,1.77
M,34,Traoré,5.0,5.0,Aston Villa,12,0.81,12,0.81,12,0.72,14,0.91,13,0.73,11,0.61
G,35,Olsen,4.0,4.0,Aston Villa,1,0.04,2,0.07,2,0.09,3,0.13,4,0.13,4,0.12
M,36,Sanson,4.5,4.5,Aston Villa,6,0.32,8,0.42,10,0.51,11,0.57,12,0.56,10,0.47
M,37,McGinn,5.5,5.5,Aston Villa,78,2.56,75,2.56,68,2.09,68,2.22,70,2.00,72,1.99
D,38,Hause,4.5,4.5,Aston Villa,1,0.04,3,0.14,3,0.13,5,0.19,5,0.17,5,0.15
D,39,Mings,4.5,4.5,Aston Villa,85,3.14,77,3.10,75,2.29,74,2.63,72,1.70,70,1.41
F,40,Watkins,7.5,7.5,Aston Villa,80,3.90,80,4.13,76,3.36,74,3.69,75,2.96,75,2.79
M,41,Nakamba,4.5,4.5,Aston Villa,4,0.21,6,0.28,8,0.34,9,0.41,9,0.41,9,0.39
M,42,Buendía,6.0,6.0,Aston Villa,45,2.56,46,2.73,48,2.41,43,2.45,45,2.04,45,1.92
D,43,Cash,5.0,5.0,Aston Villa,84,3.27,82,3.42,79,2.53,78,2.92,78,1.91,77,1.63
D,44,Konsa,4.5,4.5,Aston Villa,8,0.28,15,0.61,18,0.61,18,0.67,20,0.56,21,0.54
M,45,Bailey,5.0,5.0,Aston Villa,62,3.10,60,3.18,59,2.70,59,2.97,58,2.41,58,2.29
M,46,Douglas Luiz,5.0,5.0,Aston Villa,23,0.88,24,0.95,28,0.98,29,1.08,29,0.98,29,0.95
M,47,Ramsey,5.5,5.5,Aston Villa,67,2.60,66,2.69,64,2.29,64,2.46,60,2.02,59,1.93
M,48,Chukwuemeka,4.5,4.5,Aston Villa,3,0.19,3,0.23,5,0.35,5,0.35,5,0.34,7,0.40
M,49,Iroegbunam,4.5,4.5,Aston Villa,1,0.03,1,0.04,2,0.08,3,0.15,2,0.10,3,0.13
D,50,Diego Carlos,5.0,5.0,Aston Villa,82,3.14,78,3.23,77,2.46,75,2.78,71,1.77,72,1.54
M,51,El Ghazi,5.0,5.0,Aston Villa,0,0.00,0,0.00,0,0.01,0,0.01,0,0.01,0,0.01
F,52,Davis,5.5,5.5,Aston Villa,3,0.22,3,0.23,4,0.28,5,0.40,5,0.31,6,0.36
M,53,Kamara,5.0,5.0,Aston Villa,77,2.38,75,2.38,74,2.16,72,2.21,71,1.95,70,1.88
F,54,Archer,4.5,4.5,Aston Villa,5,0.29,6,0.36,6,0.31,7,0.39,7,0.33,7,0.29
M,55,Philogene-Bidace,4.5,4.5,Aston Villa,0,0.01,0,0.02,0,0.02,0,0.02,1,0.03,0,0.02
D,56,Guilbert,4.0,4.0,Aston Villa,4,0.17,5,0.20,6,0.20,6,0.25,6,0.19,8,0.20
D,57,Smith,4.5,4.5,Bournemouth,55,1.80,55,0.64,55,1.48,54,0.63,55,1.94,57,1.91
M,58,Stanislas,5.0,5.0,Bournemouth,3,0.29,5,0.32,6,0.42,7,0.43,6,0.51,8,0.57
D,59,Fredericks,4.5,4.5,Bournemouth,64,2.17,63,0.78,62,1.73,58,0.73,58,2.14,56,1.96
M,60,Brooks,5.5,5.5,Bournemouth,1,0.11,2,0.17,4,0.28,5,0.30,5,0.34,7,0.40
M,61,Lowe,5.5,5.5,Bournemouth,18,0.98,18,0.80,20,1.02,22,0.93,27,1.50,24,1.29
F,62,Moore,5.5,5.5,Bournemouth,7,0.39,9,0.37,13,0.58,13,0.51,14,0.69,14,0.67
M,63,Marcondes,5.0,5.0,Bournemouth,13,0.73,15,0.66,17,0.84,18,0.79,18,0.97,20,1.06
M,64,Lerma,5.0,5.0,Bournemouth,78,2.38,79,1.94,75,2.14,74,1.84,75,2.33,72,2.18
D,65,Stacey,4.5,4.5,Bournemouth,6,0.23,8,0.14,10,0.30,11,0.17,12,0.41,13,0.43
F,66,Solanke,6.0,6.0,Bournemouth,80,4.17,76,2.62,76,3.43,74,2.56,74,3.88,72,3.64
M,67,Cook,5.0,5.0,Bournemouth,79,2.33,74,1.84,70,1.99,71,1.77,68,2.08,68,2.06
M,68,Pearson,4.5,4.5,Bournemouth,15,0.57,19,0.66,24,0.84,24,0.78,26,0.95,26,0.94
M,69,Christie,5.5,5.5,Bournemouth,66,2.71,65,2.00,64,2.40,63,1.96,64,2.71,61,2.51
M,70,Billing,5.5,5.5,Bournemouth,71,3.31,68,2.21,67,2.81,65,2.15,63,3.02,62,2.85
D,71,Mepham,4.5,4.5,Bournemouth,82,2.54,76,0.80,74,1.91,72,0.77,73,2.49,73,2.38
G,72,Travers,4.5,4.5,Bournemouth,88,3.35,88,3.08,87,3.14,87,3.03,87,3.46,87,3.35
D,73,Kelly,4.5,4.5,Bournemouth,86,2.55,84,0.77,80,1.94,78,0.73,78,2.55,80,2.46
M,74,Dembélé,5.0,5.0,Bournemouth,18,0.90,22,0.84,22,1.01,21,0.84,21,1.08,26,1.26
M,75,Anthony,5.5,5.5,Bournemouth,66,3.12,62,2.11,61,2.65,61,2.08,58,2.89,58,2.74
D,76,Zemura,4.5,4.5,Bournemouth,54,1.73,53,0.58,53,1.40,55,0.60,54,1.87,53,1.76
G,77,Dennis,4.0,4.0,Bournemouth,1,0.04,1,0.04,2,0.07,3,0.09,2,0.09,2,0.09
D,78,Jansson,4.5,4.5,Brentford,76,2.05,69,2.13,58,2.00,57,2.25,55,1.61,56,2.17
M,79,Nørgaard,5.5,5.5,Brentford,83,2.57,81,2.62,79,2.66,77,2.75,76,2.42,77,2.77
F,80,Toney,7.0,7.0,Brentford,82,3.81,79,3.89,77,4.03,76,4.31,76,3.60,76,4.40
G,81,Raya,4.5,4.5,Brentford,89,3.31,88,3.39,87,3.50,87,3.65,85,3.27,85,3.54
D,82,Canós,5.0,5.0,Brentford,0,0.00,32,1.70,32,1.85,36,2.34,35,1.80,37,2.39
M,83,Dasilva,4.5,4.5,Brentford,36,1.46,33,1.41,35,1.54,37,1.68,36,1.48,37,1.70
D,84,Ajer,4.5,4.5,Brentford,5,0.15,21,0.73,33,1.25,47,1.99,50,1.61,47,1.96
D,85,Henry,4.5,4.5,Brentford,76,2.29,72,2.46,71,2.67,69,2.93,69,2.24,67,2.81
M,86,Janelt,5.5,5.5,Brentford,72,2.45,73,2.57,70,2.58,67,2.65,66,2.30,63,2.52
M,87,Ghoddos,5.0,5.0,Brentford,16,0.88,11,0.59,13,0.73,15,0.84,15,0.79,17,0.98
M,88,Jensen,5.0,5.0,Brentford,64,2.39,62,2.44,60,2.47,60,2.63,60,2.29,58,2.55
M,89,Wissa,5.5,5.5,Brentford,64,2.95,58,2.87,57,3.00,57,3.26,57,2.74,55,3.19
D,90,Roerslev,4.5,4.5,Brentford,44,1.34,35,1.22,31,1.19,25,1.08,24,0.82,28,1.18
D,91,Bech,4.5,4.5,Brentford,19,0.57,17,0.56,9,0.29,11,0.39,11,0.32,12,0.43
D,92,Pinnock,4.5,4.5,Brentford,20,0.60,34,1.12,56,1.98,57,2.25,56,1.69,53,2.08
M,93,Onyeka,5.0,5.0,Brentford,15,0.67,18,0.79,20,0.90,20,0.93,24,0.97,24,1.06
M,94,Baptiste,4.5,4.5,Brentford,7,0.41,8,0.44,9,0.47,10,0.50,10,0.48,12,0.59
F,95,Mbeumo,6.0,6.0,Brentford,76,2.98,72,2.99,72,3.09,67,3.10,67,2.72,66,3.08
D,96,Goode,4.0,4.0,Brentford,1,0.06,1,0.05,0,0.01,1,0.04,0,0.01,0,0.01
F,97,Forss,4.5,4.5,Brentford,3,0.21,4,0.25,5,0.36,4,0.33,4,0.24,5,0.34
D,98,Thompson,4.0,4.0,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,99,Bidstrup,4.5,4.5,Brentford,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
G,100,Balcombe,4.0,4.0,Brentford,1,0.03,1,0.03,2,0.06,2,0.07,3,0.12,3,0.14
M,101,Lallana,5.0,5.0,Brighton,19,0.82,20,0.90,22,0.94,23,1.08,26,1.13,25,1.10
G,102,Steele,4.0,4.0,Brighton,1,0.05,1,0.05,2,0.06,3,0.12,3,0.13,3,0.11
F,103,Welbeck,6.5,6.5,Brighton,56,2.44,54,2.87,53,2.43,51,2.88,54,2.73,47,2.51
M,104,Gross,5.5,5.5,Brighton,55,2.16,58,2.74,55,2.25,56,2.74,55,2.50,59,2.69
D,105,Duffy,4.5,4.5,Brighton,17,0.47,25,0.98,27,0.81,26,1.10,30,1.14,33,1.23
D,106,Dunk,4.5,4.5,Brighton,85,2.33,82,3.32,81,2.46,81,3.48,79,3.06,80,3.10
M,107,March,5.0,5.0,Brighton,57,1.82,54,1.92,54,1.79,53,1.97,54,1.92,54,1.91
D,108,Webster,4.5,4.5,Brighton,78,2.22,73,3.02,74,2.31,74,3.23,74,2.88,69,2.74
D,109,Veltman,4.5,4.5,Brighton,70,1.85,66,2.51,64,1.88,67,2.72,67,2.45,63,2.32
F,110,Maupay,6.5,6.5,Brighton,29,1.32,32,1.74,34,1.60,37,2.12,32,1.68,36,1.92
M,111,Trossard,6.5,6.5,Brighton,72,2.66,72,3.18,69,2.66,68,3.21,68,2.91,66,2.92
D,112,Cucurella,5.0,5.0,Man City,41,1.92,40,2.44,38,1.87,43,2.37,41,2.49,42,2.06
G,113,Sánchez,4.5,4.5,Brighton,89,3.22,88,3.67,87,3.26,86,3.68,86,3.51,86,3.50
D,114,Lamptey,4.5,4.5,Brighton,63,1.99,63,2.84,62,2.14,59,2.81,55,2.38,59,2.55
M,115,Alzate,4.5,4.5,Brighton,5,0.32,8,0.43,10,0.47,10,0.53,10,0.50,12,0.59
M,116,Mac Allister,5.5,5.5,Brighton,75,2.72,73,3.32,74,2.85,73,3.50,73,3.19,70,3.21
M,117,Moder,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,118,Mwepu,5.5,5.5,Brighton,58,2.31,56,2.60,57,2.34,56,2.72,56,2.54,56,2.55
M,119,Sarmiento,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
M,120,Caicedo,5.0,5.0,Brighton,76,2.33,72,2.54,70,2.26,69,2.52,67,2.34,68,2.37
M,121,Richards,4.5,4.5,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
D,122,Roberts,4.0,4.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,123,Undav,5.5,5.5,Brighton,63,2.67,61,3.17,59,2.69,58,3.22,60,3.02,58,3.04
M,124,Mitoma,5.0,5.0,Brighton,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00
F,125,Enciso,5.0,5.0,Brighton,14,0.75,18,1.08,21,1.11,22,1.31,22,1.21,25,1.39
M,126,Kozłowski,4.5,4.5,Brighton,0,0.02,1,0.05,1,0.06,2,0.08,1,0.06,2,0.10
D,127,Azpilicueta,5.0,5.0,Chelsea,41,1.87,40,1.68,42,1.88,44,2.12,40,1.87,42,2.03
D,128,Thiago Silva,5.5,5.5,Chelsea,84,3.55,80,3.06,78,3.24,78,3.50,77,3.29,77,3.45
D,129,Alonso,5.5,5.5,Chelsea,7,0.33,8,0.35,9,0.45,10,0.54,11,0.57,12,0.70
M,130,Jorginho,6.0,6.0,Chelsea,44,1.97,46,1.96,45,2.01,47,2.17,45,2.02,47,2.20
M,131,Barkley,5.0,5.0,Chelsea,1,0.06,2,0.10,3,0.16,2,0.14,3,0.18,3,0.19
M,132,Kovacic,5.0,5.0,Chelsea,57,2.20,49,1.84,52,2.02,54,2.17,54,2.09,52,2.10
G,133,Arrizabalaga,4.5,4.5,Chelsea,1,0.05,2,0.06,3,0.12,4,0.15,3,0.15,4,0.16
M,134,Kanté,5.0,5.0,Chelsea,75,2.73,71,2.52,70,2.56,68,2.61,66,2.47,65,2.51
M,135,Ziyech,6.0,6.0,Chelsea,16,0.96,19,1.11,19,1.16,18,1.21,20,1.28,18,1.20
M,136,Loftus-Cheek,5.0,5.0,Chelsea,14,0.60,18,0.76,16,0.71,18,0.83,18,0.80,22,0.97
F,137,Werner,8.0,8.0,Chelsea,38,2.22,36,2.11,39,2.33,40,2.48,40,2.41,37,2.31
D,138,Kenedy,4.0,4.0,Chelsea,1,0.07,2,0.15,2,0.17,2,0.24,2,0.18,3,0.26
D,139,Chilwell,6.0,6.0,Chelsea,78,3.92,76,3.48,75,3.68,74,3.97,73,3.71,72,3.81
M,140,Pulisic,6.0,6.0,Chelsea,16,0.93,19,1.04,17,0.99,17,1.04,18,1.03,20,1.23
D,141,Chalobah,5.0,5.0,Chelsea,19,0.88,23,1.00,26,1.21,25,1.24,29,1.37,25,1.23
M,142,Mount,8.0,8.0,Chelsea,79,4.79,77,4.47,76,4.64,74,4.91,74,4.60,73,4.76
D,143,Sarr,5.0,5.0,Chelsea,7,0.30,10,0.39,11,0.45,11,0.46,13,0.53,12,0.54
M,144,Hudson-Odoi,5.5,5.5,Chelsea,6,0.34,6,0.37,8,0.45,7,0.45,8,0.49,8,0.51
F,145,Havertz,8.0,8.0,Chelsea,68,3.71,67,3.52,64,3.56,63,3.70,63,3.52,63,3.67
D,146,James,6.0,6.0,Chelsea,81,4.54,80,4.04,77,4.18,75,4.48,76,4.29,75,4.46
G,147,Mendy,5.0,5.0,Chelsea,89,3.72,88,3.52,86,3.58,85,3.66,86,3.61,85,3.65
M,148,Gallagher,6.0,6.0,Chelsea,9,0.39,11,0.49,11,0.50,12,0.55,13,0.58,13,0.62
M,149,Gilmour,4.5,4.5,Chelsea,2,0.08,3,0.15,4,0.19,5,0.22,5,0.25,5,0.21
F,150,Broja,5.5,5.5,Chelsea,4,0.30,5,0.31,7,0.46,6,0.46,6,0.44,6,0.45
D,151,Ampadu,4.5,4.5,Chelsea,1,0.03,1,0.04,2,0.07,3,0.09,3,0.10,2,0.07
G,152,Guaita,4.5,4.5,Crystal Palace,85,3.21,84,2.91,82,3.42,81,2.81,80,3.35,79,3.00
D,153,Tomkins,4.0,4.0,Crystal Palace,7,0.24,13,0.26,16,0.64,17,0.31,20,0.81,21,0.68
M,154,McArthur,5.0,5.0,Crystal Palace,58,1.93,55,1.57,54,1.94,54,1.54,52,1.92,55,1.82
